,person,cantidad_sesiones,promedio_sesiones_sec,tiempo_total_sesiones_sec,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,act_ult_30_dias,act_ult_20_dias,act_ult_15_dias,act_ult_5_dias,act_ult_1_dias,act_ult_25_dias,act_ult_10_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,label
34539,c35b821c,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,12,12,12,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34543,c35d19f4,1,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,0,7,15,15,15,7,7.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34551,c368e1a8,2,366.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0,17,104,2,104,17,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34641,c3df54ed,20,548.0,10968.0,48.0,4.0,0.0,52.0,0.9230769230769231,0.0,0.07692307692307693,52.0,18.0,33.0,0,0,192,121,1,121,192,76.0,76.0,76.0,76.0,0.0,76.0,76.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34657,c3fa3006,1,124.00000000000001,124.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0,0,8,0,0,0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34679,c418f4b2,4,183.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,24.0,0,0,61,1,0,1,61,61.0,61.0,61.0,61.0,39.0,61.0,61.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34709,c444842e,6,348.0,2091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,18.0,0,0,88,12,6,12,88,88.0,88.0,88.0,0.0,0.0,88.0,65.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0
34740,c46e5666,5,1703.0,8513.0,37.0,0.0,0.0,37.0,1.0,0.0,0.0,37.0,4.0,11.0,0,0,69,8,7,8,69,69.0,69.0,69.0,0.0,0.0,69.0,69.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
34771,c48d3e56,5,409.0,2044.0000000000002,16.0,4.0,0.0,20.0,0.8,0.0,0.2,20.0,8.0,14.0,0,0,58,30,3,30,58,51.0,49.0,49.0,14.0,0.0,49.0,49.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
34813,c4c8cae4,1,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0,0,10,98,98,98,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34818,c4d5cb34,10,525.0,5253.0,11.0,74.0,3.0,88.0,0.125,0.03409090909090909,0.8409090909090909,88.0,12.0,42.0,0,0,138,53,0,53,138,127.0,127.0,127.0,96.0,78.0,127.0,124.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
34822,c4d74766,7,650.0,4551.0,46.0,1.0,4.0,51.0,0.9019607843137255,0.0784313725490196,0.0196078431372549,51.0,17.0,33.0,0,0,153,52,18,52,153,92.0,18.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34843,c4f1e27d,60,359.0,21538.0,25.0,38.0,0.0,63.0,0.3968253968253968,0.0,0.6031746031746031,64.0,21.0,47.0,0,1,53,81,72,81,358,33.0,29.0,22.0,10.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34844,c4f1e27d,60,359.0,21538.0,25.0,38.0,0.0,63.0,0.3968253968253968,0.0,0.6031746031746031,64.0,21.0,47.0,1,0,305,72,4,81,358,33.0,29.0,22.0,10.0,0.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34861,c51a7e46,47,756.0,35520.0,76.0,584.0,21.0,681.0,0.11160058737151249,0.030837004405286344,0.8575624082232012,712.0,34.0,206.0,0,0,802,71,6,71,802,333.0,104.0,63.0,0.0,0.0,228.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34863,c51ab12d,2,80.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0,0,17,11,11,11,17,17.0,17.0,17.0,0.0,0.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
34872,c53889cc,6,2407.0,14442.0,1.0,246.0,0.0,247.0,0.004048582995951417,0.0,0.9959514170040485,251.0,12.0,59.0,0,0,293,122,120,122,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34878,c541c863,11,1448.0,15927.000000000002,104.0,2.0,31.0,137.0,0.7591240875912408,0.22627737226277372,0.014598540145985401,160.0,27.0,86.0,0,1,20,54,54,54,276,245.0,245.0,245.0,96.0,23.0,245.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34879,c541c863,11,1448.0,15927.000000000002,104.0,2.0,31.0,137.0,0.7591240875912408,0.22627737226277372,0.014598540145985401,160.0,27.0,86.0,1,0,256,54,0,54,276,245.0,245.0,245.0,96.0,23.0,245.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34917,c5947e33,2,613.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,1,0,4,1,1,1,21,21.0,21.0,21.0,21.0,0.0,21.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34935,c5ae7c94,1,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,0,11,9,9,9,11,11.0,11.0,11.0,0.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
34941,c5b89e96,1,619.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,9.0,0,0,23,0,0,0,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34945,c5c2b8cf,2,62.00000000000001,123.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,14,14,14,4,4.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
34965,c5e57a88,3,1395.0,4185.0,49.0,3.0,0.0,52.0,0.9423076923076923,0.0,0.057692307692307696,53.0,8.0,24.0,1,0,21,1,1,1,82,82.0,82.0,82.0,82.0,0.0,82.0,82.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
34991,c6246577,4,1157.0,4629.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,21.0,8.0,14.0,0,0,45,0,0,0,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
34992,c625bb36,3,1539.0,4617.0,33.0,1.0,3.0,37.0,0.8918918918918919,0.08108108108108109,0.02702702702702703,37.0,19.0,29.0,0,0,53,37,9,37,53,31.0,31.0,31.0,0.0,0.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35001,c639e8f4,3,154.0,463.00000000000006,4.0,4.0,0.0,8.0,0.5,0.0,0.5,8.0,5.0,7.0,0,0,27,6,4,6,27,27.0,27.0,27.0,8.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35065,c6adf2a2,1,389.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,0,13,14,14,14,13,13.0,13.0,13.0,0.0,0.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35078,c6bdfde4,9,851.0,7657.000000000001,44.0,0.0,2.0,46.0,0.9565217391304348,0.043478260869565216,0.0,47.0,11.0,21.0,0,0,117,45,12,45,117,23.0,19.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35148,c7214a20,3,67.0,200.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,4.0,0,0,17,86,13,86,17,11.0,11.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35182,c7641d93,3,518.0,1554.0,1.0,3.0,2.0,6.0,0.16666666666666666,0.3333333333333333,0.5,6.0,3.0,5.0,0,1,25,134,133,134,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35183,c7641d93,3,518.0,1554.0,1.0,3.0,2.0,6.0,0.16666666666666666,0.3333333333333333,0.5,6.0,3.0,5.0,1,1,1,133,133,134,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35207,c775d21a,16,1631.0,26095.0,164.0,41.0,1.0,206.0,0.7961165048543689,0.0048543689320388345,0.19902912621359223,209.0,33.0,97.0,1,1,60,26,15,31,327,284.0,112.0,81.0,75.0,0.0,140.0,80.0,20.0,17.0,7.0,1.0,1.0,1.0,0.0,0.0
35211,c779237f,88,245.00000000000003,21536.0,248.0,213.0,0.0,461.0,0.5379609544468547,0.0,0.46203904555314534,461.0,27.0,144.0,0,1,446,129,78,129,661,72.0,42.0,38.0,0.0,0.0,58.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35212,c779237f,88,245.00000000000003,21536.0,248.0,213.0,0.0,461.0,0.5379609544468547,0.0,0.46203904555314534,461.0,27.0,144.0,1,1,6,78,77,129,661,72.0,42.0,38.0,0.0,0.0,58.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35213,c779237f,88,245.00000000000003,21536.0,248.0,213.0,0.0,461.0,0.5379609544468547,0.0,0.46203904555314534,461.0,27.0,144.0,2,0,209,77,5,129,661,72.0,42.0,38.0,0.0,0.0,58.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
35228,c78112d9,5,99.0,493.00000000000006,2.0,4.0,0.0,6.0,0.3333333333333333,0.0,0.6666666666666666,6.0,3.0,4.0,1,1,2,14,14,17,18,18.0,18.0,7.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35246,c792a751,8,245.00000000000003,1957.0000000000002,30.0,0.0,0.0,30.0,1.0,0.0,0.0,30.0,3.0,17.0,0,0,56,55,10,55,56,8.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35258,c7a15318,1,286.0,286.0,7.0,8.0,0.0,15.0,0.4666666666666667,0.0,0.5333333333333333,17.0,6.0,15.0,0,0,25,2,2,2,25,25.0,25.0,25.0,25.0,0.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35264,c7a44f62,30,947.0000000000001,28400.0,79.0,0.0,132.0,211.0,0.3744075829383886,0.6255924170616114,0.0,225.0,36.0,90.0,4,1,117,15,15,17,310,310.0,310.0,47.0,2.0,0.0,310.0,22.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
35282,c7b90f94,3,548.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,22.0,0,0,45,3,0,3,45,45.0,45.0,45.0,45.0,11.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35300,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,0,1,501,143,89,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35301,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,1,1,162,86,75,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35302,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,2,1,46,75,71,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35303,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,3,1,306,71,37,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35304,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,4,1,453,37,6,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35305,c7cc2c23,77,479.00000000000006,36889.0,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,5,0,93,6,0,143,1561,476.0,277.0,243.0,72.0,51.0,323.0,157.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
35307,c7d13767,1,59.00000000000001,59.00000000000001,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0,0,6,15,15,15,6,6.0,6.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35325,c7f20754,1,271.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0,0,18,0,0,0,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35332,c8017cd2,9,338.0,3043.0,4.0,21.0,0.0,25.0,0.16,0.0,0.84,25.0,11.0,20.0,0,0,65,146,0,146,65,20.0,20.0,20.0,20.0,12.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
35358,c8302549,8,110.0,883.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,2.0,10.0,0,0,53,13,0,13,53,53.0,53.0,53.0,30.0,15.0,53.0,30.0,6.0,6.0,6.0,6.0,3.0,3.0,1.0,1.0
35459,c8e25442,90,1290.0,116103.0,410.0,1151.0,18.0,1579.0,0.25965801139962,0.011399620012666244,0.7289423685877138,1599.0,45.0,333.0,0,0,1870,47,0,47,1870,955.0,754.0,609.0,63.0,15.0,805.0,574.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35520,c93789af,9,269.0,2419.0,15.0,0.0,0.0,15.0,1.0,0.0,0.0,15.0,7.0,8.0,0,0,47,10,6,10,47,47.0,47.0,47.0,0.0,0.0,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35534,c943c384,4,1989.0000000000002,7956.000000000001,34.0,16.0,2.0,52.0,0.6538461538461539,0.038461538461538464,0.3076923076923077,53.0,15.0,28.0,0,0,94,67,61,67,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35540,c9552fad,2,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,6,4,6,4,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35556,c974c674,8,686.0,5485.0,30.0,7.0,2.0,39.0,0.7692307692307693,0.05128205128205128,0.1794871794871795,64.0,17.0,47.0,1,1,3,1,1,77,109,89.0,89.0,89.0,74.0,25.0,89.0,89.0,8.0,8.0,8.0,8.0,8.0,5.0,0.0,0.0
35573,c985acf8,5,340.0,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,7.0,25.0,0,0,59,15,0,15,59,59.0,59.0,54.0,38.0,19.0,59.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35580,c98edc6c,1,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,5,5,5,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35607,c9a83ddf,19,398.0,7563.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,16.0,0,0,106,9,0,9,106,106.0,106.0,106.0,78.0,22.0,106.0,106.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
35621,c9bd8008,1,351.0,351.0,1.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,7.0,2.0,6.0,0,0,11,10,10,10,11,11.0,11.0,11.0,0.0,0.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35624,c9c3348d,1,259.0,259.0,1.0,1.0,0.0,2.0,0.5,0.0,0.5,2.0,2.0,2.0,0,0,10,1,1,1,10,10.0,10.0,10.0,10.0,0.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35626,c9c59030,2,418.0,837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,7.0,0,0,14,4,3,4,14,14.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35627,c9c822d0,1,2933.0,2933.0,3.0,34.0,0.0,37.0,0.08108108108108109,0.0,0.918918918918919,37.0,4.0,26.0,0,0,45,1,1,1,45,45.0,45.0,45.0,45.0,0.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
35628,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,0,1,218,20,10,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35629,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,1,1,35,10,10,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35630,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,2,1,67,10,6,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35631,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,3,1,136,6,4,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35632,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,4,1,98,4,1,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35633,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,5,1,39,1,1,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35634,c9c96c81,20,1686.0,33712.0,258.0,7.0,2.0,267.0,0.9662921348314607,0.00749063670411985,0.026217228464419477,287.0,41.0,126.0,6,0,32,1,0,20,625,625.0,603.0,589.0,247.0,3.0,625.0,367.0,17.0,17.0,17.0,17.0,11.0,8.0,0.0,1.0
35678,ca01d8c7,2,1583.0,3166.0,15.0,0.0,25.0,40.0,0.375,0.625,0.0,40.0,7.0,22.0,0,1,1,1,1,1,63,63.0,63.0,63.0,63.0,0.0,63.0,63.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
35685,ca083c0f,6,451.0,2707.0,4.0,1.0,2.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,8.0,5.0,7.0,2,0,15,13,1,98,38,29.0,21.0,21.0,3.0,0.0,29.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
35701,ca1bd2d9,1,897.0,897.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,2.0,1,0,13,1,1,2,24,24.0,24.0,24.0,24.0,0.0,24.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
35705,ca24dc30,4,1.0,3.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,3.0,0,0,14,20,9,20,14,14.0,7.0,4.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35712,ca353f47,1,609.0,609.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,0,1,8,10,10,10,8,8.0,8.0,8.0,0.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35717,ca3e4227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,9,9,9,2,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35741,ca6641dc,21,678.0,14240.0,1.0,34.0,1.0,36.0,0.027777777777777776,0.027777777777777776,0.9444444444444444,38.0,10.0,24.0,0,0,153,135,5,135,153,16.0,16.0,9.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35789,caba733d,1,3109.0,3109.0,48.0,63.0,0.0,111.0,0.43243243243243246,0.0,0.5675675675675675,112.0,20.0,65.0,0,0,116,4,4,4,116,116.0,116.0,116.0,116.0,0.0,116.0,116.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35790,cabbf33d,6,504.00000000000006,3024.0,17.0,0.0,5.0,22.0,0.7727272727272727,0.22727272727272727,0.0,32.0,9.0,24.0,0,0,54,1,0,1,54,54.0,54.0,54.0,54.0,9.0,54.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35817,cae322fd,12,852.0,10227.0,4.0,70.0,0.0,74.0,0.05405405405405406,0.0,0.9459459459459459,94.0,10.0,49.0,0,1,88,23,10,23,125,125.0,110.0,110.0,2.0,0.0,125.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
35844,cb0e1f46,12,535.0,6418.0,7.0,2.0,43.0,52.0,0.1346153846153846,0.8269230769230769,0.038461538461538464,54.0,14.0,34.0,0,0,147,42,2,42,147,83.0,72.0,72.0,22.0,0.0,72.0,42.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0
35849,cb153bb8,2,626.0,1253.0,11.0,2.0,4.0,17.0,0.6470588235294118,0.23529411764705882,0.11764705882352941,17.0,8.0,13.0,0,0,41,6,0,6,41,41.0,41.0,41.0,34.0,34.0,41.0,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
35868,cb272bb6,1,8542.0,8542.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,2.0,4.0,0,1,20,30,30,30,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35882,cb2fee13,9,882.0,7942.000000000001,46.0,4.0,26.0,76.0,0.6052631578947368,0.34210526315789475,0.05263157894736842,81.0,20.0,45.0,2,1,35,85,0,87,146,24.0,24.0,24.0,24.0,24.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35898,cb549a59,2,119.00000000000001,238.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,0,12,2,2,2,12,12.0,12.0,12.0,12.0,0.0,12.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0
35917,cb707309,11,130.0,1431.0,63.0,4.0,0.0,67.0,0.9402985074626866,0.0,0.05970149253731343,68.0,10.0,34.0,0,0,99,110,0,110,99,53.0,51.0,51.0,20.0,15.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35921,cb766108,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,2,2,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35930,cb813147,7,480.00000000000006,3363.0,40.0,12.0,1.0,53.0,0.7547169811320755,0.018867924528301886,0.22641509433962265,57.0,8.0,20.0,0,0,81,15,9,15,81,81.0,81.0,62.0,0.0,0.0,81.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35962,cba8fb47,5,1838.0000000000002,9192.0,9.0,0.0,7.0,16.0,0.5625,0.4375,0.0,17.0,9.0,14.0,0,0,54,28,8,28,54,54.0,19.0,19.0,0.0,0.0,19.0,19.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
35963,cbadfe11,3,497.00000000000006,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,18.0,0,0,69,36,29,36,69,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35971,cbc18702,2,1171.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,6.0,0,0,22,2,1,2,22,22.0,22.0,22.0,22.0,0.0,22.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
36002,cbec08c5,11,120.00000000000001,1316.0,1.0,0.0,5.0,6.0,0.16666666666666666,0.8333333333333334,0.0,6.0,3.0,4.0,1,0,18,15,0,25,39,39.0,32.0,17.0,3.0,1.0,32.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36004,cbef11a6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,8,8,8,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36016,cbff6e32,1,83.0,83.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,4.0,0,0,11,2,2,2,11,11.0,11.0,11.0,11.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36023,cc07e754,15,312.0,4673.0,49.0,170.0,5.0,224.0,0.21875,0.022321428571428572,0.7589285714285714,228.0,35.0,113.0,0,0,287,126,1,126,287,81.0,81.0,81.0,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
