,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,label
28790,be490e92,6,173.0,1039.0,5.0,187.0,936.0000000000001,3.0,267.0,802.0,1.0,209.0,209.0,1.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,1.0,0.0,0.0,33.0,4.0,19.0,0,0,54,30,14,30,54,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,54,49.0,36.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
28806,be5e9dad,1,514.0,514.0,1.0,514.0,514.0,1.0,514.0,514.0,1.0,514.0,514.0,1.0,514.0,514.0,1.0,514.0,514.0,1.0,514.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,0,0,10,4,4,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28840,be8c7b07,1,771.0,771.0,1.0,771.0,771.0,1.0,771.0,771.0,1.0,771.0,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,13.0,0.9230769230769231,0.07692307692307693,0.0,13.0,5.0,10.0,0,0,31,16,16,16,31,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
28875,becfcdae,49,598.0,29301.000000000004,1.0,114.0,114.0,1.0,114.0,114.0,1.0,114.0,114.0,1.0,114.0,114.0,1.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,195.0,15.0,263.0,0.20152091254752852,0.057034220532319393,0.7414448669201521,291.0,35.0,145.0,1,0,235,80,7,131,489,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,10.0,10.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28886,bee59279,10,451.0,4511.0,10.0,451.0,4511.0,10.0,451.0,4511.0,10.0,451.0,4511.0,8.0,564.0,4511.0,6.0,729.0,4372.0,2.0,0.0,0.0,1.0,0.0,0.0,129.0,0.0,22.0,151.0,0.8543046357615894,0.1456953642384106,0.0,155.0,20.0,56.0,1,0,218,17,0,18,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,219.0,219.0,219.0,215.0,203.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28906,bf0cc165,12,694.0,8332.0,12.0,694.0,8332.0,12.0,694.0,8332.0,10.0,658.0,6579.0,10.0,658.0,6579.0,10.0,658.0,6579.0,3.0,910.0,2730.0,2.0,1324.0,2648.0,6.0,6.0,30.0,42.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,47.0,17.0,32.0,0,0,103,22,0,22,103,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,103,103.0,103.0,82.0,82.0,82.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
28916,bf1916a6,1,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,13,13,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28922,bf247bb8,3,1488.0,4463.0,3.0,1488.0,4463.0,3.0,1488.0,4463.0,3.0,1488.0,4463.0,3.0,1488.0,4463.0,3.0,1488.0,4463.0,3.0,1488.0,4463.0,1.0,77.0,77.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,21.0,2.0,7.0,1,0,36,1,0,1,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,37,37.0,37.0,37.0,37.0,37.0,37.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
28943,bf4f68c5,1,57.0,57.0,1.0,57.0,57.0,1.0,57.0,57.0,1.0,57.0,57.0,1.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,6,13,13,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28972,bf7b20fb,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,2,16,16,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28982,bf8d62a1,1,1643.0,1643.0,1.0,1643.0,1643.0,1.0,1643.0,1643.0,1.0,1643.0,1643.0,1.0,1643.0,1643.0,1.0,1643.0,1643.0,1.0,1643.0,1643.0,0.0,0.0,0.0,8.0,1.0,0.0,9.0,0.8888888888888888,0.0,0.1111111111111111,9.0,4.0,6.0,0,0,14,3,3,3,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
28984,bf9539f0,4,396.0,1585.0,4.0,396.0,1585.0,2.0,715.0,1430.0,1.0,1429.0,1429.0,1.0,1429.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0,15,25,14,25,15,6.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,15,15.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29009,bfc3e505,2,316.0,631.0,2.0,316.0,631.0,2.0,316.0,631.0,2.0,316.0,631.0,2.0,316.0,631.0,2.0,316.0,631.0,2.0,316.0,631.0,0.0,0.0,0.0,16.0,3.0,0.0,19.0,0.8421052631578947,0.0,0.15789473684210525,19.0,4.0,12.0,0,0,41,1,1,1,41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,41,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29022,bfd27a39,2,144.0,289.0,2.0,144.0,289.0,2.0,144.0,289.0,2.0,144.0,289.0,2.0,144.0,289.0,2.0,144.0,289.0,1.0,77.0,77.0,0.0,0.0,0.0,7.0,5.0,0.0,12.0,0.5833333333333334,0.0,0.4166666666666667,12.0,4.0,10.0,0,0,20,6,3,6,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20,20.0,20.0,20.0,20.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
29039,bff05c9a,6,248.00000000000003,1489.0,4.0,307.0,1229.0,4.0,307.0,1229.0,4.0,307.0,1229.0,4.0,307.0,1229.0,4.0,307.0,1229.0,4.0,307.0,1229.0,0.0,0.0,0.0,17.0,0.0,5.0,22.0,0.7727272727272727,0.22727272727272727,0.0,22.0,6.0,13.0,0,0,37,57,2,57,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,37,29.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29040,bff274cd,1,639.0,639.0,1.0,639.0,639.0,1.0,639.0,639.0,1.0,639.0,639.0,1.0,639.0,639.0,1.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,2.0,4.0,0,0,12,6,6,6,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29043,bff83fe5,7,202.0,1414.0,7.0,202.0,1414.0,7.0,202.0,1414.0,7.0,202.0,1414.0,3.0,216.0,647.0,2.0,58.00000000000001,115.00000000000001,1.0,114.0,114.0,0.0,0.0,0.0,12.0,10.0,0.0,22.0,0.5454545454545454,0.0,0.45454545454545453,25.0,7.0,15.0,0,0,87,15,3,15,87,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,87,87.0,87.0,87.0,31.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29045,bff9eaf3,1,5129.0,5129.0,1.0,5129.0,5129.0,1.0,5129.0,5129.0,1.0,5129.0,5129.0,1.0,5129.0,5129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,0.0,0.0,13.0,2.0,5.0,1,0,4,14,14,14,42,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,42,42.0,42.0,42.0,42.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29051,c000a5e5,2,176.0,352.0,1.0,151.0,151.0,1.0,151.0,151.0,1.0,151.0,151.0,1.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,17,149,13,149,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29099,c051121e,2,310.0,620.0,2.0,310.0,620.0,2.0,310.0,620.0,2.0,310.0,620.0,1.0,31.000000000000004,31.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,8,15,13,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29116,c06a37cf,1,386.0,386.0,1.0,386.0,386.0,1.0,386.0,386.0,1.0,386.0,386.0,1.0,386.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0,0,9,13,13,13,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29124,c0747f1f,6,197.0,1180.0,6.0,197.0,1180.0,6.0,197.0,1180.0,6.0,197.0,1180.0,6.0,197.0,1180.0,3.0,242.00000000000003,727.0,1.0,340.0,340.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,1.0,0.0,0.0,21.0,4.0,10.0,0,0,59,12,4,12,59,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,59,59.0,59.0,59.0,59.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29142,c090277b,1,2800.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,1.0,5.0,1,0,1,65,65,65,28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29198,c0ea203b,1,301.0,301.0,1.0,301.0,301.0,1.0,301.0,301.0,1.0,301.0,301.0,1.0,301.0,301.0,1.0,301.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,2.0,0,0,11,9,9,9,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29235,c121723e,4,992.0000000000001,3970.0000000000005,4.0,992.0000000000001,3970.0000000000005,4.0,992.0000000000001,3970.0000000000005,4.0,992.0000000000001,3970.0000000000005,3.0,816.0,2448.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,5.0,0.8,0.0,0.2,6.0,6.0,6.0,0,0,28,16,0,16,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28.0,28.0,28.0,17.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29262,c1494f44,5,733.0,3665.0000000000005,5.0,733.0,3665.0000000000005,4.0,900.0,3599.0,1.0,494.00000000000006,494.00000000000006,1.0,494.00000000000006,494.00000000000006,1.0,494.00000000000006,494.00000000000006,1.0,494.00000000000006,494.00000000000006,1.0,494.00000000000006,494.00000000000006,20.0,1.0,25.0,46.0,0.43478260869565216,0.5434782608695652,0.021739130434782608,46.0,7.0,28.0,0,0,80,29,0,29,80,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,80,80.0,73.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
29283,c170b1ce,2,66.0,131.0,2.0,66.0,131.0,2.0,66.0,131.0,2.0,66.0,131.0,2.0,66.0,131.0,1.0,131.0,131.0,1.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0,0,12,12,3,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12,12.0,12.0,12.0,12.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29296,c197b684,4,726.0,2905.0,3.0,749.0,2247.0,3.0,749.0,2247.0,2.0,684.0,1369.0,1.0,123.00000000000001,123.00000000000001,1.0,123.00000000000001,123.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,8.0,39.0,0,0,138,31,9,31,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,115.0,115.0,55.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29303,c1a63398,23,454.0,10442.0,21.0,268.0,5621.0,21.0,268.0,5621.0,21.0,268.0,5621.0,19.0,238.00000000000003,4525.0,13.0,83.0,1083.0,5.0,3.0,13.0,2.0,6.0,13.0,75.0,1.0,8.0,84.0,0.8928571428571429,0.09523809523809523,0.011904761904761904,93.0,18.0,47.0,1,0,32,13,0,41,185,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,185,123.0,123.0,123.0,90.0,22.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29306,c1aea85e,56,565.0,31617.000000000004,7.0,884.0,6188.0,6.0,589.0,3534.0,6.0,589.0,3534.0,3.0,1014.0000000000001,3042.0,2.0,1216.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,10.0,66.0,2,0,94,37,9,54,584,16.0,7.0,7.0,7.0,5.0,4.0,0.0,0.0,584,64.0,54.0,54.0,21.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29325,c1d2eaa9,5,644.0,3221.0,5.0,644.0,3221.0,5.0,644.0,3221.0,5.0,644.0,3221.0,5.0,644.0,3221.0,5.0,644.0,3221.0,1.0,2343.0,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,17.0,0,0,51,6,3,6,51,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,51,51.0,51.0,51.0,51.0,51.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29338,c1e282be,38,467.00000000000006,17752.0,15.0,629.0,9436.0,15.0,629.0,9436.0,8.0,736.0,5886.0,5.0,102.0,509.00000000000006,3.0,165.0,495.00000000000006,2.0,183.0,366.0,0.0,0.0,0.0,135.0,39.0,0.0,174.0,0.7758620689655172,0.0,0.22413793103448276,181.0,37.0,99.0,0,0,408,147,3,147,408,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,408,127.0,127.0,60.0,29.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
29347,c1ee649f,1,296.0,296.0,1.0,296.0,296.0,1.0,296.0,296.0,1.0,296.0,296.0,1.0,296.0,296.0,1.0,296.0,296.0,1.0,296.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,1,3,3,3,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9,9.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29350,c1f1146c,1,289.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,0,0,15,43,43,43,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29381,c22a296a,1,74.0,74.0,1.0,74.0,74.0,1.0,74.0,74.0,1.0,74.0,74.0,1.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.0,0,0,19,14,14,14,19,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
29383,c22ce98a,1,1327.0,1327.0,1.0,1327.0,1327.0,1.0,1327.0,1327.0,1.0,1327.0,1327.0,1.0,1327.0,1327.0,1.0,1327.0,1327.0,1.0,1327.0,1327.0,0.0,0.0,0.0,2.0,11.0,0.0,13.0,0.15384615384615385,0.0,0.8461538461538461,13.0,5.0,11.0,0,0,38,1,1,1,38,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,38,38.0,38.0,38.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
29415,c2686cf1,1,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,1.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,1,1,1,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29428,c27c1ef6,3,295.0,884.0,2.0,52.0,104.0,2.0,52.0,104.0,2.0,52.0,104.0,2.0,52.0,104.0,2.0,52.0,104.0,2.0,52.0,104.0,0.0,0.0,0.0,1.0,2.0,7.0,10.0,0.1,0.7,0.2,10.0,6.0,6.0,0,0,28,31,3,31,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29436,c28b49d1,14,618.0,8646.0,14.0,618.0,8646.0,14.0,618.0,8646.0,14.0,618.0,8646.0,14.0,618.0,8646.0,14.0,618.0,8646.0,5.0,1078.0,5388.0,2.0,267.0,534.0,15.0,121.0,26.0,162.0,0.09259259259259259,0.16049382716049382,0.7469135802469136,162.0,18.0,88.0,0,0,223,9,0,9,223,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,223,223.0,223.0,223.0,223.0,223.0,107.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
29454,c2acc1c5,1,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,1.0,238.00000000000003,238.00000000000003,9.0,1.0,0.0,10.0,0.9,0.0,0.1,10.0,3.0,7.0,0,0,13,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29523,c31d0174,43,385.0,16564.0,18.0,398.0,7164.0,13.0,519.0,6741.0,11.0,585.0,6439.0,7.0,525.0,3676.0000000000005,3.0,883.0,2650.0,2.0,1287.0,2574.0,0.0,0.0,0.0,23.0,173.0,0.0,196.0,0.11734693877551021,0.0,0.8826530612244898,196.0,17.0,87.0,0,0,349,85,2,85,349,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,349,167.0,133.0,120.0,74.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
29553,c34e2569,1,60.00000000000001,60.00000000000001,1.0,60.00000000000001,60.00000000000001,1.0,60.00000000000001,60.00000000000001,1.0,60.00000000000001,60.00000000000001,1.0,60.00000000000001,60.00000000000001,1.0,60.00000000000001,60.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,6.0,2.0,6.0,0,0,12,9,9,9,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
