,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
24540,8b2be699,0,40,41,16.0,8.0,13.0,4,41,0,40,0.0
24582,8b719b62,0,8,15,2.0,1.0,1.0,1,15,15,8,0.0
24588,8b75c581,0,40,45,26.0,4.0,16.0,8,45,5,40,0.0
24599,8b84f3e1,1,79,16,53.0,2.0,20.0,6,16,2,108,1.0
24618,8ba8bddf,0,29,13,11.0,8.0,10.0,3,13,5,29,1.0
24624,8bb1caad,0,53,15,13.0,9.0,11.0,7,15,12,53,0.0
24660,8be3d14a,0,38,2,11.0,5.0,10.0,1,2,2,38,0.0
24675,8befb73a,0,3,0,1.0,1.0,1.0,1,0,0,3,1.0
24677,8bf28c5a,1,4,23,0.0,0.0,0.0,4,14,13,34,1.0
24708,8c27c9a2,0,56,0,48.0,21.0,30.0,2,0,0,56,1.0
24747,8c6d264d,0,3,14,0.0,0.0,0.0,1,14,14,3,1.0
24831,8cdeed75,0,5,16,1.0,1.0,1.0,1,16,16,5,0.0
24860,8d18b823,0,55,17,14.0,1.0,10.0,7,17,12,55,0.0
24873,8d2657e8,1,7,30,0.0,0.0,0.0,6,19,2,34,1.0
24883,8d3a447c,0,10,14,2.0,2.0,2.0,2,14,9,10,0.0
24888,8d3f6efa,0,13,85,3.0,1.0,2.0,3,85,2,13,1.0
24891,8d44fc59,0,3,60,0.0,0.0,0.0,1,60,60,3,1.0
24904,8d587c3a,0,33,27,17.0,6.0,12.0,5,27,0,33,1.0
24941,8d9bfbe1,0,75,14,55.0,9.0,25.0,6,14,0,75,1.0
24968,8dbb1704,0,171,32,74.0,10.0,44.0,12,32,2,171,0.0
24970,8dbe8d79,0,18,1,7.0,1.0,4.0,2,1,1,18,0.0
24982,8dd06aa5,0,15,9,11.0,1.0,6.0,1,9,9,15,0.0
24990,8ddbc8f2,0,12,10,7.0,1.0,3.0,2,10,10,12,1.0
25000,8de74163,0,239,19,200.0,7.0,78.0,6,19,0,239,1.0
25020,8e0197bc,0,6,5,4.0,1.0,3.0,1,5,5,6,0.0
25023,8e05076d,0,9,54,2.0,2.0,2.0,1,54,54,9,1.0
25029,8e106527,0,4,3,1.0,1.0,1.0,1,3,3,4,0.0
25107,8e75048b,0,80,8,65.0,16.0,43.0,5,8,1,80,1.0
25161,8ebbbafb,0,176,70,99.0,20.0,62.0,11,70,0,176,1.0
25187,8ed933b2,0,27,13,13.0,4.0,10.0,2,13,6,27,1.0
25223,8f174865,2,688,114,353.0,17.0,94.0,27,114,6,718,1.0
25234,8f2a9998,0,11,3,4.0,4.0,4.0,1,3,3,11,1.0
25245,8f31e159,4,78,57,30.0,11.0,22.0,19,16,6,331,1.0
25267,8f4e0fe0,0,7,0,3.0,1.0,2.0,1,0,0,7,0.0
25284,8f5fa8bd,0,48,14,19.0,4.0,10.0,2,14,10,48,0.0
25286,8f6119d3,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
25296,8f6c215e,0,42,8,28.0,3.0,12.0,4,8,2,42,1.0
25356,8fb944ea,0,48,11,15.0,2.0,5.0,3,11,10,48,1.0
25358,8fbdd828,0,48,13,42.0,7.0,27.0,2,13,13,48,0.0
25368,8fc6d3da,0,2,2,0.0,0.0,0.0,1,2,2,2,0.0
25372,8fc8f371,0,275,11,235.0,11.0,112.0,5,11,4,275,0.0
25400,8feb09fc,0,264,15,160.0,34.0,66.0,18,15,4,264,1.0
25447,90464195,0,22,3,5.0,1.0,2.0,3,3,2,22,0.0
25471,90600500,1,16,14,4.0,4.0,4.0,1,14,14,37,0.0
25481,90696d53,0,244,36,106.0,21.0,52.0,13,36,2,244,1.0
25530,90ab4ff1,0,24,23,9.0,4.0,9.0,2,23,4,24,1.0
25539,90b5cf82,0,23,40,16.0,5.0,9.0,3,40,11,23,0.0
25541,90b74a83,0,20,2,3.0,1.0,3.0,1,2,2,20,0.0
25595,90fe52c5,1,12,20,1.0,1.0,1.0,2,16,16,21,0.0
25603,91083ae7,0,156,30,48.0,17.0,29.0,9,30,0,156,1.0
25612,9112e797,0,81,37,21.0,5.0,11.0,5,37,1,81,1.0
25617,911a21cb,0,38,13,18.0,4.0,11.0,4,13,2,38,1.0
25706,91a471a9,0,8,18,1.0,1.0,1.0,1,18,18,8,1.0
25715,91b3a0e0,0,14,0,1.0,1.0,1.0,1,0,0,14,1.0
25720,91c00880,0,37,1,23.0,1.0,11.0,3,1,0,37,1.0
25722,91c5e778,0,15,8,4.0,1.0,3.0,1,8,8,15,0.0
25726,91d0e044,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
25758,92066648,2,39,81,25.0,8.0,21.0,9,78,3,169,0.0
25777,9216c2a3,0,38,3,23.0,3.0,16.0,2,3,1,38,1.0
25790,92284e98,0,10,11,8.0,2.0,5.0,1,11,11,10,0.0
25811,92441fa1,0,68,16,57.0,11.0,40.0,5,16,0,68,1.0
25816,924922b1,0,9,0,1.0,1.0,1.0,1,0,0,9,0.0
25825,92509104,0,17,1,14.0,2.0,7.0,1,1,1,17,0.0
25836,9262afdc,0,82,86,53.0,6.0,23.0,9,86,5,82,0.0
25872,92886eb4,1,67,19,18.0,9.0,12.0,7,19,3,109,1.0
25878,928ecb2c,0,41,142,14.0,7.0,11.0,11,142,56,41,1.0
25880,9291c3c9,0,10,58,4.0,2.0,2.0,1,58,58,10,1.0
25883,9293b130,0,7,136,1.0,1.0,1.0,2,136,19,7,0.0
25890,92ad8cfe,0,29,13,19.0,2.0,9.0,3,13,13,29,0.0
25906,92c07216,0,28,44,10.0,3.0,10.0,4,44,8,28,0.0
25912,92caf6ce,0,118,28,82.0,18.0,52.0,10,28,3,118,0.0
25973,9321b788,3,172,133,41.0,22.0,32.0,13,20,8,366,1.0
25987,933a69b8,0,134,139,93.0,19.0,56.0,7,139,0,134,1.0
26009,935f7b4f,0,15,48,6.0,3.0,5.0,1,48,48,16,1.0
26019,9370907b,0,290,78,152.0,8.0,65.0,19,78,3,290,0.0
26080,93b4277d,0,24,6,10.0,3.0,8.0,1,6,6,24,1.0
26103,93d2c02c,0,90,12,42.0,7.0,18.0,16,12,0,90,0.0
26168,942f0394,0,2,21,0.0,0.0,0.0,2,21,3,2,0.0
26177,9439db46,3,5,84,1.0,1.0,1.0,6,71,71,75,1.0
26205,946864b7,0,109,41,28.0,8.0,20.0,10,41,3,109,0.0
26220,9476c52a,0,11,27,3.0,2.0,2.0,3,27,9,12,1.0
26233,9485402f,2,104,42,48.0,11.0,28.0,13,42,3,142,1.0
26254,94a705bf,1,37,23,0.0,0.0,0.0,34,14,0,202,1.0
26273,94c6ba18,0,51,15,13.0,5.0,10.0,4,15,9,51,0.0
26299,94ec33f1,0,4,7,1.0,1.0,1.0,1,7,7,4,1.0
26327,9519aa76,0,18,31,3.0,3.0,3.0,4,31,18,18,1.0
26341,952ea9d0,0,14,9,5.0,2.0,4.0,1,9,9,14,0.0
26379,956cdbe4,0,11,6,7.0,2.0,7.0,1,6,6,11,0.0
26394,95843391,0,171,138,87.0,28.0,57.0,8,138,2,171,1.0
26399,958c7f8f,0,214,49,87.0,25.0,54.0,19,49,0,214,0.0
26400,958d644a,0,3,52,1.0,1.0,1.0,1,52,52,3,1.0
26407,9597296c,0,78,4,65.0,9.0,39.0,8,4,1,78,0.0
26422,95a57dca,0,98,72,23.0,6.0,10.0,28,72,0,98,1.0
26429,95af227d,0,39,17,8.0,4.0,4.0,2,17,16,39,0.0
26431,95b11066,1,12,18,2.0,2.0,2.0,6,15,6,82,0.0
26450,95c8e975,0,15,2,7.0,2.0,6.0,2,2,1,15,1.0
26492,95f8845a,0,19,7,8.0,3.0,7.0,1,7,7,19,1.0
26514,9621ce1c,1,6,128,2.0,1.0,2.0,12,0,0,136,1.0
26538,96403604,0,5,1,0.0,0.0,0.0,1,1,1,5,1.0
26545,96496098,0,6,8,3.0,1.0,3.0,1,8,8,6,0.0
26557,9656ef50,0,268,30,224.0,13.0,98.0,16,30,0,268,1.0
26576,967040e8,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
26616,96afedb6,0,3,23,1.0,1.0,1.0,1,23,23,3,0.0
26648,96f4c329,0,24,11,17.0,13.0,14.0,2,11,11,24,0.0
26672,971c94db,0,5,13,1.0,1.0,1.0,1,13,13,5,0.0
26690,97360881,0,24,2,14.0,3.0,8.0,1,2,2,24,0.0
26708,97584b71,0,104,58,35.0,13.0,20.0,9,58,5,104,1.0
26722,977571d3,0,155,44,98.0,25.0,51.0,10,44,11,155,1.0
26729,977c7137,0,17,11,3.0,2.0,2.0,3,11,7,17,0.0
26742,9790fb10,0,35,16,7.0,4.0,5.0,3,16,13,35,0.0
26776,97d48b28,0,54,6,38.0,2.0,8.0,3,6,5,54,1.0
26804,97ff2850,0,88,9,72.0,3.0,25.0,4,9,7,88,0.0
26805,980269d6,0,81,22,70.0,23.0,56.0,4,22,8,81,1.0
26807,9804905f,0,31,2,28.0,2.0,9.0,1,2,2,31,0.0
26822,980f4d2f,0,41,129,26.0,4.0,14.0,3,129,109,41,1.0
26841,982b2cc0,0,23,25,4.0,3.0,4.0,6,25,0,23,0.0
26844,982eba84,0,10,1,4.0,2.0,4.0,1,1,1,10,0.0
26863,984e00ad,0,14,0,3.0,1.0,1.0,4,0,0,14,0.0
26888,9886cd72,0,435,27,225.0,22.0,51.0,37,27,0,435,1.0
26906,989ed94b,0,23,26,14.0,1.0,7.0,3,26,4,23,1.0
26912,98a503ee,5,62,115,28.0,5.0,13.0,7,115,74,91,1.0
26919,98b0c9a6,0,38,94,10.0,4.0,8.0,4,94,16,38,1.0
26928,98be5f29,1,4,15,0.0,0.0,0.0,1,15,15,19,0.0
26937,98c94795,0,17,8,12.0,1.0,8.0,1,8,8,17,0.0
26970,98ff5b1d,0,6,8,1.0,1.0,1.0,1,8,8,6,1.0
26977,990ab9c7,0,5,2,1.0,1.0,1.0,1,2,2,5,0.0
26987,99261919,0,3,38,1.0,1.0,1.0,1,38,38,3,0.0
26990,992b7e3a,0,16,1,6.0,3.0,4.0,2,1,0,16,1.0
27002,993f5bdf,0,82,15,61.0,7.0,33.0,3,15,14,82,0.0
27009,994b289a,0,70,30,29.0,12.0,19.0,11,30,6,70,0.0
27050,9977a033,0,33,33,9.0,7.0,8.0,4,33,9,33,1.0
27097,99b416e9,1,1,53,0.0,0.0,0.0,2,52,52,33,1.0
27107,99c11fb0,0,427,52,286.0,23.0,95.0,32,52,0,427,1.0
27116,99d0958d,0,169,100,127.0,15.0,61.0,10,100,9,169,1.0
27119,99d5815f,0,7,7,4.0,1.0,4.0,1,7,7,7,1.0
27123,99dc6acc,0,28,8,14.0,4.0,12.0,1,8,8,28,1.0
27138,99e9529f,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
27163,9a11b760,0,15,60,5.0,3.0,4.0,4,60,32,15,0.0
27167,9a15a1c1,0,7,29,2.0,2.0,2.0,2,29,9,7,1.0
27187,9a42871e,0,14,58,2.0,2.0,2.0,2,58,54,14,1.0
27236,9a90765a,0,6,8,3.0,1.0,2.0,1,8,8,6,0.0
27265,9ab4d4f0,0,74,9,30.0,3.0,11.0,4,9,7,74,0.0
27291,9adcc17a,0,284,94,264.0,27.0,139.0,6,94,9,284,1.0
27372,9b4a2b82,0,58,42,47.0,12.0,34.0,6,42,8,58,0.0
27417,9b8d001b,5,182,80,109.0,19.0,52.0,41,59,49,825,1.0
27451,9bb0f7dd,0,30,15,12.0,8.0,11.0,2,15,13,30,1.0
27452,9bb3af27,0,59,14,17.0,9.0,12.0,4,14,13,59,1.0
27487,9bd3f9bc,3,505,105,304.0,18.0,85.0,37,96,1,558,1.0
27494,9bdae5df,0,36,27,12.0,3.0,8.0,6,27,9,36,0.0
27522,9c02c892,0,57,18,21.0,5.0,12.0,5,18,0,57,0.0
27526,9c0c2956,0,25,13,17.0,3.0,7.0,4,13,4,25,1.0
27530,9c11fd4c,0,213,13,154.0,29.0,60.0,3,13,8,213,1.0
27557,9c3d3783,0,124,13,108.0,17.0,56.0,4,13,0,124,1.0
27600,9c754a51,0,20,1,5.0,1.0,2.0,4,1,0,20,0.0
27618,9c8bc437,0,27,13,6.0,2.0,4.0,4,13,7,27,1.0
27620,9c8e6d2f,0,4,1,0.0,0.0,0.0,3,1,1,4,0.0
27635,9ca193fc,0,168,38,88.0,17.0,45.0,12,38,4,168,0.0
27644,9cb6cb64,0,25,0,13.0,9.0,10.0,1,0,0,25,1.0
27668,9ce0bd0a,0,4,10,1.0,1.0,1.0,1,10,10,4,0.0
27698,9d11b2e1,0,195,17,161.0,28.0,102.0,7,17,12,195,0.0
27736,9d50174b,0,20,13,3.0,1.0,3.0,3,13,12,20,0.0
27770,9d87b5c1,0,7,15,1.0,1.0,1.0,1,15,15,7,0.0
27818,9dc314e1,0,8,0,4.0,2.0,2.0,1,0,0,8,0.0
27829,9dcfb536,0,9,54,3.0,1.0,2.0,1,54,54,9,1.0
27884,9e160f67,3,13,64,7.0,2.0,5.0,18,19,7,320,1.0
27910,9e42dbf1,1,309,33,245.0,41.0,136.0,35,16,3,479,1.0
27915,9e43a214,0,7,6,2.0,2.0,2.0,2,6,5,7,0.0
27934,9e5b7a37,0,8,0,1.0,1.0,1.0,1,0,0,8,1.0
27951,9e6ff614,0,13,26,5.0,2.0,4.0,3,26,12,13,0.0
27968,9e8567de,0,28,3,20.0,5.0,18.0,3,3,0,28,1.0
27983,9e9a9651,0,13,2,10.0,1.0,7.0,1,2,2,13,1.0
27990,9ea5dedf,0,24,23,10.0,3.0,7.0,2,23,14,24,1.0
28018,9ed03688,0,180,76,96.0,5.0,39.0,24,76,8,180,0.0
28039,9ee4e1ac,0,5,15,1.0,1.0,1.0,1,15,15,5,0.0
28040,9ee8b95d,0,50,11,23.0,7.0,12.0,12,11,1,50,1.0
28116,9f58eccb,2,63,100,44.0,5.0,25.0,8,9,3,146,1.0
28135,9f75e4ea,0,34,14,4.0,3.0,3.0,7,14,0,34,0.0
28147,9f85f3bf,0,379,29,300.0,45.0,146.0,17,29,1,379,1.0
28158,9f98e0ea,0,81,71,15.0,9.0,12.0,6,71,0,81,1.0
28167,9fa3ee4e,0,10,34,2.0,1.0,1.0,2,34,11,10,1.0
28186,9fbc9d91,0,50,115,14.0,4.0,9.0,7,115,28,50,1.0
28195,9fc502eb,0,22,16,12.0,1.0,4.0,2,16,0,22,1.0
28197,9fca071a,1,7,0,2.0,1.0,1.0,1,0,0,31,1.0
28216,9fe6b623,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
28221,9fea1cef,0,11,1,2.0,2.0,2.0,1,1,1,11,0.0
28259,a01223ae,0,8,4,5.0,1.0,4.0,1,4,4,8,0.0
28266,a01b3dbf,1,86,36,35.0,5.0,18.0,12,36,5,157,1.0
28292,a04e837d,0,13,20,5.0,2.0,3.0,4,20,15,14,0.0
28365,a0a4ced7,0,13,10,5.0,2.0,3.0,1,10,10,13,0.0
28380,a0b2e467,0,4,81,1.0,1.0,1.0,1,81,81,4,1.0
28442,a1182406,3,76,125,62.0,16.0,41.0,19,71,0,461,1.0
28449,a1266388,0,88,61,36.0,13.0,25.0,14,61,3,88,1.0
28461,a13c8ead,0,100,5,41.0,18.0,20.0,8,5,0,100,0.0
28462,a142c7d0,0,7,5,3.0,1.0,1.0,1,5,5,7,0.0
28481,a16bc220,0,32,2,15.0,3.0,7.0,2,2,2,32,1.0
28486,a16f2d37,0,49,23,14.0,4.0,8.0,7,23,3,49,0.0
28491,a17cf5d4,0,23,22,13.0,3.0,7.0,3,22,5,23,0.0
28521,a1b0d9e0,1,25,1,11.0,4.0,5.0,3,1,0,39,1.0
28550,a1d1e7de,0,12,26,4.0,3.0,4.0,3,26,0,12,1.0
28563,a1dd3845,0,89,17,72.0,15.0,43.0,2,17,17,89,0.0
28600,a20d70d4,0,40,102,15.0,4.0,10.0,1,102,102,40,1.0
28609,a21475b3,0,395,72,331.0,18.0,102.0,14,72,0,395,1.0
28637,a2262fb7,0,8,1,7.0,4.0,5.0,1,1,1,8,1.0
28651,a243ee5e,0,16,13,3.0,1.0,2.0,1,13,13,16,0.0
28718,a2a4a31f,0,18,76,11.0,2.0,6.0,3,76,54,18,1.0
28720,a2a98ef4,0,17,8,9.0,1.0,5.0,3,8,8,17,0.0
28745,a2cdac75,0,11,7,2.0,1.0,1.0,1,7,7,11,0.0
28765,a2f5e5b6,0,55,7,41.0,8.0,27.0,5,7,2,55,0.0
28772,a2f9e8a3,0,53,70,30.0,8.0,15.0,5,70,24,53,1.0
28791,a3142496,0,25,66,4.0,2.0,4.0,2,66,13,25,0.0
28831,a3548a03,0,5,7,2.0,2.0,2.0,1,7,7,5,1.0
28832,a356ff37,0,75,8,27.0,5.0,20.0,1,8,8,75,0.0
28844,a36ec27c,0,19,66,3.0,2.0,2.0,3,66,65,19,1.0
28863,a38fd410,0,124,54,53.0,15.0,35.0,8,54,1,124,0.0
28886,a3af210b,0,4,2,1.0,1.0,1.0,1,2,2,4,0.0
28897,a3bca06b,0,107,1,56.0,15.0,33.0,1,1,0,107,0.0
28913,a3cd4fbd,0,5,27,3.0,1.0,3.0,1,27,27,5,1.0
28918,a3d262fe,2,5,68,0.0,0.0,0.0,3,68,67,18,1.0
28939,a3f5d158,0,62,7,26.0,7.0,15.0,6,7,0,62,1.0
28942,a3f9efdc,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
28952,a408c38e,0,16,2,3.0,2.0,3.0,2,2,0,16,0.0
28956,a40c2ce2,1,6,13,2.0,2.0,2.0,3,7,7,23,0.0
28973,a4227fbc,0,103,24,64.0,5.0,29.0,11,24,2,103,0.0
28995,a44d08bd,0,132,49,108.0,13.0,46.0,9,49,3,132,0.0
29033,a47e321a,0,10,38,6.0,2.0,4.0,1,38,38,10,1.0
29062,a4aa59fd,2,10,93,1.0,1.0,1.0,11,70,64,111,1.0
29069,a4bfba53,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
29108,a4f9bde7,0,261,50,45.0,22.0,36.0,18,50,5,261,0.0
29130,a51ac94e,0,68,1,41.0,4.0,20.0,4,1,0,68,1.0
29224,a5a2f65e,0,126,13,94.0,9.0,38.0,4,13,11,126,0.0
29260,a5dcb933,0,24,4,5.0,2.0,3.0,2,4,0,24,0.0
29316,a63a69a1,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
29365,a68512f8,0,74,14,18.0,12.0,15.0,1,14,14,74,0.0
29369,a689d2c5,0,118,112,28.0,17.0,20.0,9,112,33,118,0.0
29378,a694ac18,5,58,43,18.0,11.0,16.0,10,40,6,113,1.0
29411,a6bbee3d,5,42,91,14.0,2.0,5.0,73,5,0,675,1.0
29413,a6c031ba,0,71,71,29.0,11.0,20.0,5,71,44,71,1.0
29427,a6d50b2f,0,8,12,2.0,1.0,2.0,1,12,12,8,0.0
29432,a6d7a3c6,0,13,1,9.0,1.0,6.0,2,1,0,13,1.0
29501,a734485c,0,4,141,1.0,1.0,1.0,1,141,141,4,1.0
29518,a7518f5d,0,40,116,24.0,7.0,17.0,3,116,6,40,0.0
29538,a7717ecc,1,359,20,264.0,46.0,150.0,22,7,0,646,0.0
29541,a779434c,0,34,3,4.0,3.0,4.0,1,3,3,34,1.0
29550,a7859395,0,118,15,24.0,9.0,13.0,13,15,3,118,0.0
29551,a787a2b6,0,20,47,5.0,5.0,5.0,2,47,4,20,1.0
29552,a7898028,0,9,6,1.0,1.0,1.0,1,6,6,9,0.0
29583,a7b5325c,1,12,3,6.0,5.0,6.0,1,3,3,30,1.0
29636,a7fec2ea,0,5,13,3.0,2.0,2.0,1,13,13,5,0.0
29659,a81d99c6,0,4,12,1.0,1.0,1.0,1,12,12,4,1.0
29673,a83856a2,1,52,30,35.0,14.0,26.0,4,15,1,87,1.0
29692,a8492e11,0,5,0,1.0,1.0,1.0,1,0,0,6,1.0
29715,a879f712,0,549,142,414.0,28.0,109.0,38,142,4,549,1.0
29782,a8d587a6,0,219,43,49.0,3.0,21.0,26,43,1,219,0.0
29805,a8f245f4,0,9,3,3.0,1.0,3.0,1,3,3,9,0.0
29851,a9342907,0,200,92,153.0,23.0,69.0,8,92,27,200,0.0
29876,a94cb076,0,383,8,268.0,47.0,146.0,11,8,0,383,0.0
29877,a94df466,0,29,0,8.0,6.0,7.0,1,0,0,29,1.0
29881,a9511c5e,0,149,15,66.0,10.0,25.0,9,15,7,149,0.0
29886,a95c1891,0,63,25,11.0,7.0,8.0,5,25,1,63,0.0
29897,a963515b,5,2,83,1.0,1.0,1.0,6,69,69,103,1.0
29910,a986c4a7,0,106,97,59.0,13.0,34.0,4,97,17,106,0.0
29923,a9a22865,0,4,13,1.0,1.0,1.0,1,13,13,4,0.0
29966,a9dee367,0,12,7,4.0,2.0,2.0,1,7,7,12,0.0
30023,aa3cbc43,0,64,3,38.0,8.0,25.0,3,3,0,64,1.0
30079,aa8e9d86,0,4,16,0.0,0.0,0.0,2,16,16,4,0.0
30085,aa974a9b,0,33,147,18.0,3.0,14.0,4,147,9,33,1.0
30100,aaa4e8a2,0,16,15,7.0,3.0,6.0,2,15,11,16,1.0
30157,aae16d72,1,18,41,6.0,5.0,6.0,18,0,0,168,0.0
30182,aafd98d5,1,1,10,0.0,0.0,0.0,2,1,1,30,0.0
30183,aafda668,0,8,1,0.0,0.0,0.0,1,1,1,8,1.0
30199,ab1d27d0,0,44,13,20.0,6.0,10.0,8,13,10,44,0.0
30211,ab35332c,0,132,55,108.0,6.0,42.0,6,55,6,132,0.0
30228,ab57238d,0,69,4,13.0,7.0,10.0,2,4,3,69,0.0
30237,ab657cda,1,40,18,20.0,9.0,12.0,14,1,0,125,1.0
30289,abc01fe5,0,6,4,1.0,1.0,1.0,2,4,4,6,0.0
30294,abc8a440,0,111,41,81.0,24.0,57.0,9,41,4,111,1.0
30310,abd61dd4,6,68,31,19.0,4.0,10.0,23,13,0,487,1.0
30314,abd9fc11,0,21,14,6.0,3.0,5.0,1,14,14,21,0.0
30319,abdf1d3b,0,15,3,12.0,2.0,7.0,1,3,3,15,1.0
30340,abf1e6f0,0,56,6,41.0,2.0,18.0,2,6,4,56,0.0
30360,ac107c9c,0,3,2,1.0,1.0,1.0,1,2,2,3,0.0
30394,ac4a94ea,0,218,72,152.0,27.0,76.0,21,72,0,218,1.0
30409,ac58f920,1,75,127,10.0,1.0,2.0,36,127,1,82,0.0
30444,ac89253a,0,188,2,143.0,12.0,62.0,4,2,1,188,0.0
30458,ac9e1ec1,0,8,1,3.0,1.0,2.0,1,1,1,8,1.0
30471,acaf5f23,0,30,59,6.0,2.0,3.0,2,59,12,30,0.0
30487,acc30075,0,101,10,46.0,13.0,35.0,14,10,0,101,1.0
30510,acd3f852,0,14,10,6.0,1.0,3.0,1,10,10,14,0.0
30511,acd4de51,0,20,18,4.0,3.0,4.0,4,18,6,20,1.0
30521,ace40a3d,0,14,72,9.0,1.0,8.0,1,72,72,14,1.0
30621,ad646fee,0,129,43,37.0,17.0,25.0,8,43,1,129,0.0
30678,adaa9274,0,23,10,13.0,4.0,11.0,2,10,2,23,1.0
30704,adcefc78,0,13,17,2.0,1.0,2.0,3,17,2,13,1.0
30735,ae0b6dc8,0,4,7,1.0,1.0,1.0,1,7,7,4,0.0
30740,ae12cc10,1,7,24,3.0,2.0,3.0,11,16,9,180,1.0
30755,ae2136c0,0,82,0,64.0,5.0,27.0,1,0,0,82,1.0
30764,ae2c51e2,3,151,52,83.0,5.0,28.0,34,9,0,262,0.0
30771,ae3c0d0e,0,19,33,5.0,4.0,5.0,3,33,8,19,1.0
30786,ae56f702,0,11,2,5.0,1.0,2.0,1,2,2,11,0.0
30787,ae57c975,0,57,22,34.0,6.0,26.0,4,22,5,57,0.0
30788,ae58a7f5,0,35,21,24.0,2.0,11.0,2,21,15,36,0.0
30799,ae67846d,0,4,7,1.0,1.0,1.0,1,7,7,4,0.0
30815,ae86cc6e,0,13,1,2.0,2.0,2.0,2,1,0,13,1.0
30844,aea811ef,0,23,112,6.0,2.0,5.0,5,112,58,23,0.0
30851,aeae2710,0,26,0,8.0,3.0,6.0,2,0,0,26,1.0
30861,aec281c4,1,4,0,1.0,1.0,1.0,3,0,0,31,0.0
30866,aec5e7ae,0,3,8,1.0,1.0,1.0,1,8,8,3,0.0
30876,aecd6ca4,0,8,1,4.0,1.0,4.0,1,1,1,8,0.0
30888,aedb3e2d,0,51,0,29.0,14.0,18.0,1,0,0,51,1.0
30914,af00e24b,0,26,5,21.0,8.0,14.0,1,5,5,26,1.0
30931,af16baa7,0,31,60,19.0,4.0,12.0,3,60,6,31,1.0
30946,af335cc0,0,3,5,1.0,1.0,1.0,1,5,5,3,1.0
30954,af43f515,0,3,26,1.0,1.0,1.0,1,26,26,3,1.0
30967,af56b418,0,16,57,4.0,1.0,3.0,4,57,11,16,0.0
31007,af88c806,4,2,28,1.0,1.0,1.0,9,0,0,45,0.0
31014,af97ca60,0,8,10,2.0,1.0,1.0,1,10,10,8,0.0
31032,afb66bc1,0,18,15,5.0,3.0,3.0,2,15,9,18,0.0
31051,afcfafc5,0,13,11,0.0,0.0,0.0,1,11,11,13,1.0
31063,afdedda5,0,72,65,54.0,14.0,30.0,2,65,23,72,1.0
31064,afe0a233,0,21,33,3.0,2.0,3.0,3,33,3,21,0.0
31149,b0804467,0,51,29,41.0,3.0,14.0,3,29,10,51,0.0
31204,b0e58430,0,6,51,1.0,1.0,1.0,1,51,51,6,0.0
31225,b1040159,0,90,4,17.0,5.0,9.0,2,4,4,90,0.0
31266,b145cc23,0,3,50,1.0,1.0,1.0,1,50,50,3,1.0
31272,b14d63de,0,45,4,12.0,9.0,10.0,6,4,0,45,0.0
31297,b180df20,0,105,32,31.0,13.0,20.0,8,32,9,105,1.0
31342,b1ce83d3,0,39,8,24.0,3.0,13.0,1,8,8,39,0.0
31375,b203cdce,0,7,45,2.0,1.0,1.0,2,45,4,7,0.0
31391,b2134422,0,12,32,1.0,1.0,1.0,2,32,5,12,0.0
31402,b21cc59c,2,31,89,25.0,4.0,16.0,16,6,4,367,1.0
31503,b2a571ba,0,19,3,15.0,3.0,8.0,1,3,3,19,0.0
31517,b2b5001f,3,2,6,0.0,0.0,0.0,3,5,5,27,0.0
31551,b2f21afd,1,3,9,1.0,1.0,1.0,3,7,7,16,0.0
31561,b3029ac5,0,56,69,18.0,4.0,11.0,7,69,4,56,0.0
31625,b36dcd89,0,4,4,1.0,1.0,1.0,1,4,4,4,0.0
31631,b374fbfb,1,10,23,0.0,0.0,0.0,9,11,0,64,0.0
31698,b3c45e4b,11,13,26,4.0,1.0,3.0,62,0,0,665,1.0
31921,b4cdf2b5,30,2,59,0.0,0.0,0.0,39,0,0,425,1.0
31937,b4e3e73b,0,15,1,11.0,3.0,9.0,2,1,1,15,1.0
31956,b4ff510a,0,35,8,12.0,4.0,8.0,2,8,7,35,1.0
31997,b535602a,1,54,142,32.0,8.0,23.0,6,142,7,55,1.0
32011,b54d3f2b,0,34,12,9.0,4.0,6.0,3,12,5,34,0.0
32070,b5975382,0,57,62,29.0,4.0,15.0,3,62,1,57,1.0
32093,b5b0989d,1,511,60,299.0,32.0,119.0,35,43,1,512,1.0
32095,b5b587f3,0,2,7,0.0,0.0,0.0,1,7,7,2,0.0
32109,b5cb7708,0,188,133,97.0,23.0,60.0,17,133,51,188,1.0
32140,b5fc0fc2,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
32155,b6070c3d,2,59,39,30.0,8.0,21.0,15,38,25,97,1.0
32156,b60794ac,0,206,71,44.0,15.0,32.0,15,71,1,206,1.0
32177,b6265298,0,27,16,5.0,2.0,3.0,4,16,15,27,0.0
