,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,promedio_sesiones_sec,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
20009,709473a3,0,14,98,5.0,5.0,5.0,1,323.0,0.0,98,98,14,1.0
20015,7096af78,2,26,115,4.0,4.0,4.0,14,145.0,4.0,51,29,66,1.0
20019,709f8e2f,0,12,1,1.0,1.0,1.0,1,1137.0,12.0,1,1,12,1.0
20020,70a00423,0,6,22,0.0,0.0,0.0,1,172.0,6.0,22,22,6,1.0
20093,71157d50,0,47,13,12.0,3.0,6.0,5,241.00000000000003,47.0,13,0,47,0.0
20146,717d331a,0,12,4,4.0,2.0,4.0,1,242.00000000000003,12.0,4,4,12,0.0
20165,71969ba2,4,3,86,1.0,1.0,1.0,17,614.0,38.0,10,10,183,0.0
20180,71b2b2d7,0,75,30,44.0,5.0,24.0,12,85.0,75.0,30,0,75,0.0
20188,71c06b60,0,73,22,18.0,6.0,13.0,4,1570.0,73.0,22,16,73,0.0
20190,71c4298f,0,44,29,16.0,4.0,7.0,6,346.0,44.0,29,3,44,0.0
20293,72526564,0,7,0,4.0,1.0,2.0,2,22.0,7.0,0,0,7,1.0
20339,72933135,0,63,2,43.0,11.0,24.0,3,1268.0,63.0,2,1,63,1.0
20380,72e18b22,0,3,83,1.0,1.0,1.0,1,0.0,0.0,83,83,3,1.0
20456,73656f9a,0,46,9,19.0,6.0,13.0,4,730.0,46.0,9,3,46,0.0
20474,73827ee1,0,3,9,0.0,0.0,0.0,1,2.0,3.0,9,9,3,1.0
20511,73c40041,0,73,2,21.0,9.0,15.0,4,936.0000000000001,73.0,2,0,73,0.0
20535,73df17da,0,16,1,12.0,1.0,7.0,1,269.0,16.0,1,1,16,0.0
20600,7435c176,0,88,1,82.0,16.0,45.0,2,1944.0000000000002,88.0,1,1,88,1.0
20665,74a29ffb,1,21,75,0.0,0.0,0.0,8,930.0000000000001,0.0,65,51,66,1.0
20712,74f6e25d,0,38,36,16.0,7.0,9.0,5,186.0,24.0,36,1,38,0.0
20714,74fbe662,0,14,0,10.0,2.0,6.0,1,1088.0,14.0,0,0,14,0.0
20727,7505a41d,0,21,0,4.0,3.0,3.0,1,1988.0000000000002,22.0,0,0,22,1.0
20729,7508b51c,0,237,131,144.0,37.0,93.0,24,853.0,58.0,131,6,237,1.0
20771,75350cef,1,132,84,42.0,15.0,27.0,18,271.0,23.0,84,2,139,1.0
20778,753a61bf,0,52,5,20.0,7.0,13.0,4,634.0,52.0,5,4,52,0.0
20797,75526eaa,0,19,2,12.0,1.0,9.0,1,105.0,19.0,2,2,19,0.0
20831,757f3759,0,19,16,7.0,2.0,6.0,2,244.00000000000003,19.0,16,8,19,0.0
20857,75b1ecc3,0,36,90,19.0,5.0,14.0,4,156.0,5.0,90,26,36,0.0
20875,75cb351f,0,9,15,2.0,2.0,2.0,2,50.0,9.0,15,7,9,1.0
20924,761c99f7,0,39,25,23.0,2.0,12.0,8,144.0,39.0,25,3,39,1.0
20933,762dca98,0,5,0,1.0,1.0,1.0,1,89.0,5.0,0,0,5,0.0
20985,76712d3f,4,54,51,15.0,2.0,3.0,45,722.0,410.0,13,0,440,1.0
21022,76a33ee8,0,132,1,69.0,10.0,40.0,1,1874.0000000000002,132.0,1,0,132,0.0
21056,76e43753,0,15,15,5.0,2.0,4.0,1,177.0,15.0,15,15,15,0.0
21108,772cfaf8,0,20,2,7.0,1.0,5.0,2,906.0,20.0,2,1,20,1.0
21110,772ef642,0,63,5,45.0,9.0,30.0,2,1269.0,63.0,5,1,63,0.0
21147,776923dc,0,4,16,1.0,1.0,1.0,1,33.0,4.0,16,16,4,0.0
21176,778759f0,0,39,8,6.0,5.0,6.0,6,286.0,39.0,8,0,39,0.0
21184,7794a3de,0,77,74,10.0,3.0,4.0,9,214.0,72.0,74,2,78,0.0
21185,77959ec8,0,39,0,26.0,3.0,12.0,1,1537.0,39.0,0,0,39,1.0
21209,77b92dd1,0,28,91,6.0,3.0,5.0,3,222.0,0.0,91,84,28,1.0
21214,77bef865,0,24,7,15.0,3.0,11.0,3,297.0,24.0,7,4,24,0.0
21229,77cd78b4,0,10,5,3.0,2.0,3.0,1,332.0,10.0,5,5,10,0.0
21230,77cda8c7,0,37,2,22.0,10.0,16.0,2,730.0,37.0,2,1,37,0.0
21250,77e84394,0,22,15,4.0,3.0,4.0,3,239.00000000000003,22.0,15,1,22,0.0
21270,78083911,0,144,28,66.0,7.0,23.0,13,534.0,144.0,28,0,144,1.0
21274,780bad52,0,60,18,32.0,4.0,20.0,5,613.0,60.0,18,2,60,1.0
21286,78268336,0,10,38,3.0,2.0,3.0,2,158.0,0.0,38,37,10,1.0
21302,783de2c0,1,3,78,0.0,0.0,0.0,2,654.0,0.0,78,78,15,1.0
21303,783e26f2,0,3,78,1.0,1.0,1.0,1,1.0,0.0,78,78,3,0.0
21346,7877d184,0,66,15,48.0,5.0,28.0,2,1802.0,66.0,15,0,66,0.0
21373,78a17666,0,157,122,94.0,15.0,30.0,8,1299.0,142.0,122,2,157,1.0
21384,78bac15f,0,86,3,13.0,4.0,7.0,6,2037.0000000000002,86.0,3,2,86,1.0
21398,78c4ca18,0,38,25,13.0,6.0,7.0,2,2170.0,38.0,25,13,38,1.0
21481,7952b29a,0,113,5,94.0,6.0,30.0,5,320.0,113.0,5,0,113,0.0
21496,79731264,0,42,43,20.0,5.0,14.0,6,361.0,16.0,43,0,42,1.0
21517,79940eec,1,20,9,1.0,1.0,1.0,11,254.00000000000003,30.0,9,0,30,0.0
21526,799bc714,0,26,8,7.0,3.0,5.0,1,1860.0000000000002,26.0,8,8,26,1.0
21527,799d39ed,0,18,2,5.0,2.0,3.0,2,170.0,18.0,2,0,18,0.0
21547,79c102f5,0,39,10,14.0,3.0,8.0,1,1520.0,39.0,10,10,39,0.0
21593,79f659e0,0,16,1,8.0,1.0,7.0,1,584.0,16.0,1,1,16,0.0
21605,7a1aeacf,0,32,6,18.0,4.0,12.0,3,340.0,32.0,6,6,32,0.0
21612,7a21d694,0,3,1,0.0,0.0,0.0,1,14.0,3.0,1,1,3,1.0
21639,7a472832,2,52,22,49.0,4.0,23.0,9,475.00000000000006,173.0,2,0,173,1.0
21650,7a522bbc,0,3,2,0.0,0.0,0.0,1,5.0,3.0,2,2,3,0.0
21710,7aadd7fe,0,16,2,4.0,1.0,3.0,2,54.0,16.0,2,1,16,0.0
21739,7ae0a272,0,12,28,5.0,3.0,5.0,2,100.0,12.0,28,23,12,1.0
21741,7ae3ec0b,0,47,10,28.0,7.0,18.0,3,416.0,47.0,10,2,47,0.0
21758,7af8b75b,0,29,2,21.0,12.0,19.0,1,760.0,29.0,2,2,29,1.0
21765,7afccb61,4,34,62,13.0,4.0,9.0,7,783.0,34.0,27,2,119,1.0
21789,7b18aac3,0,100,17,65.0,8.0,26.0,3,1016.0000000000001,100.0,17,0,100,1.0
21804,7b2f335b,1,124,77,72.0,16.0,41.0,72,559.0,323.0,21,1,597,1.0
21814,7b4adf9a,0,51,113,23.0,8.0,13.0,6,213.0,0.0,113,83,51,1.0
21822,7b5c29b0,0,4,142,1.0,1.0,1.0,1,19.0,0.0,142,142,4,1.0
21843,7b79f003,0,24,94,14.0,5.0,11.0,2,156.0,0.0,94,51,24,1.0
21887,7bb61cec,0,12,13,2.0,2.0,2.0,4,560.0,12.0,13,13,12,0.0
21931,7bef0ee4,4,29,59,6.0,4.0,4.0,6,709.0,13.0,58,12,66,0.0
21940,7bfdc0d2,0,138,28,86.0,13.0,57.0,8,560.0,138.0,28,10,138,0.0
21945,7c05b314,0,87,88,35.0,13.0,22.0,16,419.0,26.0,88,1,87,1.0
21964,7c1b460f,0,54,11,43.0,11.0,29.0,1,2079.0,54.0,11,11,54,1.0
22012,7c5ddcb3,0,61,22,40.0,7.0,19.0,7,235.00000000000003,61.0,22,5,61,0.0
22014,7c618273,0,20,63,4.0,3.0,3.0,2,358.0,0.0,63,62,20,0.0
22030,7c80790d,0,18,0,4.0,3.0,4.0,1,910.0,18.0,0,0,18,0.0
22037,7c8da037,0,32,9,16.0,3.0,11.0,3,968.0000000000001,32.0,9,2,32,1.0
22057,7cae18cc,0,2,3,0.0,0.0,0.0,1,14.0,2.0,3,3,2,0.0
22104,7cf81a0b,0,59,12,28.0,4.0,21.0,7,720.0,59.0,12,6,59,0.0
22124,7d128cf2,0,62,6,10.0,4.0,5.0,16,174.0,62.0,6,0,62,1.0
22162,7d57c23f,0,67,102,39.0,2.0,16.0,8,157.0,43.0,102,11,67,1.0
22208,7d94ea7e,0,60,22,39.0,7.0,20.0,2,773.0,60.0,22,7,60,1.0
22220,7dab1178,3,20,49,4.0,3.0,3.0,48,268.0,204.0,9,0,277,0.0
22230,7db4883a,0,21,66,9.0,4.0,9.0,4,68.0,12.0,66,6,21,1.0
22232,7db80f15,0,21,15,15.0,5.0,10.0,1,1405.0,21.0,15,15,21,0.0
22257,7deca576,0,35,7,18.0,3.0,12.0,3,82.0,35.0,7,1,35,0.0
22261,7df31b5b,0,5,14,0.0,0.0,0.0,1,189.0,5.0,14,14,5,1.0
22278,7e050fa5,0,37,19,16.0,4.0,6.0,4,345.0,37.0,19,8,37,0.0
22411,7edbeaca,0,77,0,53.0,30.0,43.0,3,1349.0,77.0,0,0,77,1.0
22447,7f09398f,2,378,68,152.0,33.0,67.0,83,721.0,608.0,12,0,701,1.0
22461,7f182f77,1,14,16,0.0,0.0,0.0,11,244.00000000000003,52.0,14,6,52,0.0
22484,7f3d37dd,0,18,15,10.0,4.0,8.0,3,114.0,18.0,15,12,18,1.0
22563,7fbaf8e8,0,128,118,68.0,4.0,27.0,25,245.00000000000003,0.0,118,78,128,1.0
22571,7fc8492d,0,10,84,3.0,2.0,2.0,2,112.0,7.0,84,9,10,0.0
22659,80439dfb,0,6,41,2.0,2.0,2.0,1,43.0,0.0,41,41,6,0.0
22682,8079d68b,0,4,7,1.0,1.0,1.0,1,2.0,4.0,7,7,4,1.0
22709,80a77cde,0,198,63,133.0,19.0,60.0,44,119.00000000000001,75.0,63,8,198,1.0
22714,80b09d78,0,73,43,27.0,9.0,22.0,6,853.0,34.0,43,0,73,1.0
22720,80bc56f7,0,13,8,9.0,1.0,2.0,1,46.0,13.0,8,8,13,0.0
22728,80c53022,0,31,20,7.0,5.0,6.0,4,194.0,31.0,20,6,31,0.0
22796,8123457d,0,25,68,9.0,6.0,9.0,3,201.0,5.0,68,1,25,1.0
22849,817b93b8,0,14,2,1.0,1.0,1.0,1,3575.0,14.0,2,1,14,1.0
22852,817d67e2,0,66,50,22.0,6.0,12.0,10,146.0,60.0,50,8,66,0.0
22864,8186a6c1,4,3,91,1.0,1.0,1.0,30,122.00000000000001,62.0,3,3,255,1.0
22876,81968db0,0,11,3,5.0,3.0,4.0,1,487.00000000000006,11.0,3,3,11,0.0
22915,81e7ea11,0,35,1,23.0,5.0,11.0,1,504.00000000000006,35.0,1,1,35,0.0
22922,81f3aa25,0,22,7,8.0,2.0,6.0,1,263.0,22.0,7,7,22,0.0
22957,82336cb3,0,38,9,29.0,8.0,22.0,1,1129.0,39.0,9,9,39,1.0
22961,823ab85b,0,27,69,12.0,7.0,9.0,2,350.0,24.0,69,0,27,1.0
22971,8246f12d,0,30,14,18.0,6.0,12.0,1,869.0,30.0,14,14,30,0.0
22985,8262c655,0,119,12,41.0,24.0,29.0,2,2400.0,119.0,12,12,119,0.0
23032,82bbe476,0,30,12,13.0,2.0,9.0,3,140.0,30.0,12,11,30,0.0
23071,82fd7844,0,56,33,11.0,5.0,8.0,7,198.0,38.0,33,0,56,0.0
23102,8335bb90,0,82,17,60.0,8.0,31.0,6,398.0,82.0,17,1,82,1.0
23135,835fbdb1,0,168,65,131.0,12.0,82.0,10,299.0,43.0,65,16,168,0.0
23138,83643f30,0,5,80,0.0,0.0,0.0,1,107.0,0.0,80,80,5,1.0
23161,838edfb8,0,11,3,6.0,1.0,4.0,1,59.00000000000001,11.0,3,3,11,0.0
23167,8396b4c5,0,110,122,40.0,14.0,19.0,19,265.0,0.0,122,40,110,1.0
23186,83b86605,0,49,43,33.0,8.0,19.0,8,173.0,28.0,43,6,49,0.0
23214,83ddb0e4,0,10,138,3.0,2.0,2.0,2,134.0,0.0,138,135,10,1.0
23216,83de85e0,0,17,16,6.0,1.0,2.0,4,184.0,17.0,16,9,17,0.0
23284,846367df,0,82,14,33.0,12.0,24.0,3,906.0,82.0,14,6,82,0.0
23296,846ee151,1,270,133,87.0,9.0,45.0,56,508.00000000000006,171.0,62,0,490,1.0
23298,846fde56,0,833,76,220.0,33.0,91.0,48,661.0,87.0,76,14,833,1.0
23345,84a72037,0,145,12,92.0,17.0,37.0,23,175.0,145.0,12,1,145,1.0
23401,84ed49a1,0,12,10,6.0,2.0,4.0,1,138.0,12.0,10,10,12,0.0
23402,84ed5dd6,0,97,11,33.0,7.0,16.0,5,826.0,97.0,11,0,97,1.0
23424,8517f208,3,60,16,37.0,10.0,24.0,7,732.0,143.0,15,2,143,1.0
23482,8566c65d,0,10,10,2.0,1.0,1.0,1,316.0,10.0,10,10,10,0.0
23502,8580dd46,0,6,2,2.0,1.0,1.0,1,63.00000000000001,6.0,2,2,6,0.0
23553,85cb8723,0,20,1,10.0,3.0,6.0,1,603.0,20.0,1,1,20,1.0
23568,85e1a490,1,3,7,0.0,0.0,0.0,6,954.0000000000001,57.0,0,0,57,0.0
23613,86192d24,0,35,13,14.0,7.0,10.0,3,728.0,35.0,13,2,35,1.0
23625,8637463a,0,40,3,9.0,7.0,8.0,3,675.0,40.0,3,2,40,0.0
23630,863f4ad8,0,31,6,11.0,4.0,8.0,2,464.00000000000006,31.0,6,6,31,0.0
23671,86782ebe,0,90,4,75.0,2.0,29.0,6,441.0,90.0,4,0,90,0.0
23689,86879d0f,0,81,62,34.0,8.0,19.0,5,943.0000000000001,40.0,62,12,81,1.0
23719,86afedf0,1,2,148,0.0,0.0,0.0,3,224.0,0.0,143,142,11,1.0
23741,86cc8c38,0,12,16,4.0,4.0,4.0,2,263.0,12.0,16,16,12,0.0
23763,86f7420e,0,49,89,20.0,4.0,12.0,8,254.00000000000003,28.0,89,0,49,0.0
23777,870a6856,0,120,68,25.0,6.0,14.0,24,225.0,44.0,68,17,120,1.0
23778,870da3e0,0,6,1,0.0,0.0,0.0,1,122.00000000000001,6.0,1,1,6,0.0
23794,871a1843,0,144,140,33.0,18.0,26.0,15,218.0,53.0,140,1,144,0.0
23813,8729b711,0,9,4,5.0,1.0,4.0,1,76.0,9.0,4,4,9,0.0
23821,8737662e,0,65,3,53.0,14.0,42.0,3,1210.0,65.0,3,0,65,1.0
23822,8737e89f,0,4,13,1.0,1.0,1.0,1,76.0,4.0,13,13,4,0.0
23829,873e1e8a,0,141,43,102.0,16.0,66.0,9,686.0,82.0,43,10,141,1.0
23833,87488972,0,169,111,100.0,8.0,44.0,33,135.0,31.0,111,1,169,0.0
23835,874925e0,0,6,18,2.0,2.0,2.0,1,485.00000000000006,6.0,18,18,6,1.0
23844,87523bd5,0,7,6,2.0,1.0,1.0,2,54.0,7.0,6,6,7,0.0
23856,875d6727,0,89,0,58.0,7.0,23.0,5,608.0,89.0,0,0,89,1.0
23879,879889ff,0,7,2,3.0,1.0,2.0,1,19.0,7.0,2,2,7,0.0
23936,87fabee6,0,130,20,64.0,9.0,30.0,12,598.0,130.0,20,7,130,1.0
23956,880f3d74,0,81,48,57.0,5.0,31.0,7,757.0,35.0,48,10,81,0.0
24102,88ae7a98,3,137,22,66.0,23.0,42.0,13,1278.0,168.0,22,0,168,1.0
24115,88c1e0f3,0,70,51,42.0,18.0,30.0,5,1169.0,14.0,51,30,70,1.0
24128,88da94b8,0,136,65,92.0,15.0,44.0,11,338.0,117.0,65,0,136,1.0
24137,88e3397e,0,25,15,5.0,4.0,4.0,2,862.0,25.0,15,15,25,0.0
24155,88f7bea9,0,44,26,20.0,12.0,16.0,4,715.0,44.0,26,16,44,0.0
24180,8914d100,0,65,6,38.0,9.0,22.0,7,403.0,65.0,6,1,65,1.0
24192,892963f3,0,2,8,0.0,0.0,0.0,1,0.0,2.0,8,8,2,0.0
24221,895c09ad,0,3,76,1.0,1.0,1.0,1,6.0,0.0,76,76,3,1.0
24251,8988a209,0,5,0,0.0,0.0,0.0,1,47.0,5.0,0,0,5,1.0
24268,89a518e2,0,40,1,16.0,5.0,10.0,3,791.0,40.0,1,0,40,1.0
24270,89a92bf8,0,57,62,6.0,5.0,6.0,6,342.0,0.0,62,44,57,1.0
24285,89c09407,0,29,9,15.0,3.0,11.0,2,208.0,29.0,9,1,29,1.0
24301,89d78eda,0,18,135,5.0,5.0,5.0,2,646.0,6.0,135,12,18,0.0
24352,8a14510b,0,100,10,85.0,16.0,50.0,9,309.0,100.0,10,9,100,0.0
24355,8a1dfd65,0,11,56,5.0,1.0,3.0,1,193.0,0.0,56,56,11,1.0
24363,8a21818c,0,73,146,21.0,8.0,16.0,15,333.0,25.0,146,0,73,0.0
24370,8a2b2c7f,0,21,1,2.0,2.0,2.0,1,1229.0,21.0,1,1,21,0.0
24373,8a300678,0,4,5,1.0,1.0,1.0,1,0.0,4.0,5,5,4,0.0
24427,8a7a4011,0,8,4,2.0,1.0,1.0,1,225.0,8.0,4,4,8,0.0
24445,8aa0254e,0,12,16,7.0,2.0,5.0,1,1680.0,12.0,16,16,12,0.0
24460,8abb10fb,0,114,21,78.0,10.0,39.0,4,716.0,114.0,21,8,114,1.0
24495,8af11dbc,3,89,150,60.0,11.0,34.0,46,416.0,0.0,83,67,706,1.0
24523,8b13a5ba,0,55,3,41.0,11.0,35.0,2,960.0000000000001,55.0,3,3,55,0.0
24539,8b25ff3d,0,55,0,36.0,6.0,20.0,2,2044.0000000000002,55.0,0,0,55,0.0
24599,8b84f3e1,1,79,16,53.0,2.0,20.0,6,790.0,108.0,16,2,108,1.0
24618,8ba8bddf,0,29,13,11.0,8.0,10.0,3,412.0,29.0,13,5,29,1.0
24630,8bb8f06d,0,218,105,112.0,23.0,63.0,16,616.0,193.0,105,0,218,0.0
24633,8bbe2695,0,56,10,46.0,7.0,30.0,4,576.0,56.0,10,10,56,0.0
24656,8bdbbd33,1,17,88,3.0,2.0,2.0,17,439.0,76.0,13,12,147,0.0
24660,8be3d14a,0,38,2,11.0,5.0,10.0,1,1273.0,38.0,2,2,38,0.0
24675,8befb73a,0,3,0,1.0,1.0,1.0,1,0.0,3.0,0,0,3,1.0
24677,8bf28c5a,1,4,23,0.0,0.0,0.0,5,299.0,34.0,14,13,34,1.0
24692,8c0e1e28,0,67,24,22.0,5.0,8.0,13,304.0,67.0,24,9,67,0.0
24708,8c27c9a2,0,56,0,48.0,21.0,30.0,2,772.0,56.0,0,0,56,1.0
24719,8c3984bf,0,7,1,3.0,1.0,3.0,1,42.0,7.0,1,1,7,0.0
24745,8c695739,0,43,7,12.0,5.0,8.0,4,303.0,43.0,7,3,43,0.0
24747,8c6d264d,0,3,14,0.0,0.0,0.0,1,13.0,3.0,14,14,3,1.0
24780,8c9f7c78,1,28,26,8.0,3.0,5.0,15,144.0,64.0,6,0,64,0.0
24873,8d2657e8,1,7,30,0.0,0.0,0.0,7,289.0,34.0,19,2,34,1.0
24888,8d3f6efa,0,13,85,3.0,1.0,2.0,3,381.0,3.0,85,2,13,1.0
24891,8d44fc59,0,3,60,0.0,0.0,0.0,1,0.0,0.0,60,60,3,1.0
24904,8d587c3a,0,33,27,17.0,6.0,12.0,5,39.0,33.0,27,0,33,1.0
24914,8d7141eb,0,12,1,4.0,1.0,2.0,1,577.0,12.0,1,1,12,0.0
24927,8d8d55cc,0,103,57,44.0,9.0,23.0,9,635.0,38.0,57,0,103,0.0
24941,8d9bfbe1,0,75,14,55.0,9.0,25.0,6,173.0,75.0,14,0,75,1.0
24975,8dca6f08,0,18,3,8.0,3.0,3.0,5,333.0,18.0,3,1,18,0.0
24982,8dd06aa5,0,15,9,11.0,1.0,6.0,1,181.0,15.0,9,9,15,0.0
24990,8ddbc8f2,0,12,10,7.0,1.0,3.0,2,264.0,12.0,10,10,12,1.0
25000,8de74163,0,239,19,200.0,7.0,78.0,8,1118.0,239.0,19,0,239,1.0
25023,8e05076d,0,9,54,2.0,2.0,2.0,1,280.0,0.0,54,54,9,1.0
25107,8e75048b,0,80,8,65.0,16.0,43.0,5,724.0,80.0,8,1,80,1.0
25132,8e9938b3,0,57,130,15.0,8.0,11.0,4,866.0,47.0,130,2,57,0.0
25135,8e9f84dd,0,19,1,4.0,3.0,4.0,1,100.0,19.0,1,1,19,0.0
25161,8ebbbafb,0,176,70,99.0,20.0,62.0,11,744.0,72.0,70,0,176,1.0
25162,8ebc88a1,0,14,6,3.0,1.0,2.0,1,1476.0,14.0,6,6,14,0.0
25180,8ecf7502,0,526,106,235.0,11.0,56.0,39,347.0,88.0,106,1,526,0.0
25187,8ed933b2,0,27,13,13.0,4.0,10.0,3,404.0,27.0,13,6,27,1.0
25195,8ee787a2,0,17,1,7.0,2.0,6.0,1,464.00000000000006,17.0,1,1,17,0.0
25223,8f174865,2,688,114,353.0,17.0,94.0,30,390.0,511.0,114,6,718,1.0
25234,8f2a9998,0,11,3,4.0,4.0,4.0,1,307.0,11.0,3,3,11,1.0
25245,8f31e159,4,78,57,30.0,11.0,22.0,22,520.0,112.0,16,6,331,1.0
25253,8f3b7202,1,8,31,2.0,1.0,2.0,10,689.0,80.0,22,1,80,0.0
25296,8f6c215e,0,42,8,28.0,3.0,12.0,4,270.0,42.0,8,2,42,1.0
25320,8f8f3bf9,0,4,0,1.0,1.0,1.0,1,7.0,4.0,0,0,4,0.0
25330,8f9883a8,1,13,33,3.0,1.0,2.0,3,826.0,13.0,0,0,27,0.0
25349,8fac89d4,0,46,1,3.0,3.0,3.0,1,1621.0,46.0,1,1,46,0.0
25356,8fb944ea,0,48,11,15.0,2.0,5.0,3,1716.0,48.0,11,10,48,1.0
25391,8fe0454a,0,21,2,12.0,2.0,10.0,1,1753.0,21.0,2,2,21,0.0
25400,8feb09fc,0,264,15,160.0,34.0,66.0,20,244.00000000000003,264.0,15,4,264,1.0
25401,8fee7900,0,179,116,150.0,15.0,99.0,7,254.00000000000003,82.0,116,10,179,0.0
25424,9017458e,2,26,16,6.0,2.0,3.0,5,895.0,101.0,16,16,101,0.0
25425,9017adc2,0,4,7,1.0,1.0,1.0,1,13.0,4.0,7,7,4,0.0
25481,90696d53,0,244,36,106.0,21.0,52.0,14,589.0,203.0,36,2,244,1.0
25509,908ebda5,0,12,1,3.0,2.0,2.0,1,112.0,12.0,1,1,12,0.0
25514,909cec27,0,8,0,2.0,1.0,1.0,1,250.00000000000003,8.0,0,0,8,0.0
25530,90ab4ff1,0,24,23,9.0,4.0,9.0,2,372.0,24.0,23,4,24,1.0
25573,90e0f079,0,53,0,29.0,12.0,22.0,1,3178.0,53.0,0,0,53,0.0
25603,91083ae7,0,156,30,48.0,17.0,29.0,10,971.0000000000001,156.0,30,0,156,1.0
25610,9110ace5,0,5,55,2.0,1.0,2.0,1,61.00000000000001,0.0,55,55,5,0.0
25612,9112e797,0,81,37,21.0,5.0,11.0,5,398.0,68.0,37,1,81,1.0
25617,911a21cb,0,38,13,18.0,4.0,11.0,4,755.0,38.0,13,2,38,1.0
25621,91210479,0,7,6,2.0,2.0,2.0,2,38.0,7.0,6,2,7,0.0
25669,9178bc73,1,13,5,1.0,1.0,1.0,2,793.0,31.0,3,3,31,0.0
25686,919633ca,0,15,10,5.0,3.0,3.0,2,153.0,15.0,10,9,15,0.0
25706,91a471a9,0,8,18,1.0,1.0,1.0,1,281.0,8.0,18,18,8,1.0
25715,91b3a0e0,0,14,0,1.0,1.0,1.0,1,508.00000000000006,14.0,0,0,14,1.0
25720,91c00880,0,37,1,23.0,1.0,11.0,3,664.0,37.0,1,0,37,1.0
25726,91d0e044,0,4,6,1.0,1.0,1.0,1,23.0,4.0,6,6,4,0.0
25777,9216c2a3,0,38,3,23.0,3.0,16.0,2,622.0,38.0,3,1,38,1.0
25790,92284e98,0,10,11,8.0,2.0,5.0,1,87.0,10.0,11,11,10,0.0
25797,923438bb,0,86,61,38.0,7.0,21.0,6,422.0,57.0,61,3,86,0.0
25811,92441fa1,0,68,16,57.0,11.0,40.0,5,88.0,68.0,16,0,68,1.0
25840,926a7518,0,18,7,16.0,3.0,7.0,1,383.0,18.0,7,7,18,0.0
25872,92886eb4,1,67,19,18.0,9.0,12.0,8,573.0,109.0,19,3,109,1.0
25878,928ecb2c,0,41,142,14.0,7.0,11.0,11,51.0,0.0,142,56,41,1.0
25880,9291c3c9,0,10,58,4.0,2.0,2.0,1,59.00000000000001,0.0,58,58,10,1.0
25886,929fb293,1,25,135,5.0,4.0,4.0,10,578.0,56.0,6,0,66,0.0
25913,92cd401b,0,22,5,9.0,2.0,3.0,3,947.0000000000001,22.0,5,0,22,0.0
25957,9310095f,1,16,41,3.0,3.0,3.0,15,447.0,179.0,7,1,196,0.0
25968,931c2222,0,40,15,19.0,9.0,17.0,2,1204.0,40.0,15,1,40,0.0
25973,9321b788,3,172,133,41.0,22.0,32.0,13,1399.0,172.0,20,8,366,1.0
25987,933a69b8,0,134,139,93.0,19.0,56.0,7,1058.0,92.0,139,0,134,1.0
26009,935f7b4f,0,15,48,6.0,3.0,5.0,1,1220.0,0.0,48,48,16,1.0
26016,936b7510,0,6,8,2.0,1.0,1.0,1,84.0,6.0,8,8,6,0.0
26080,93b4277d,0,24,6,10.0,3.0,8.0,1,1400.0,24.0,6,6,24,1.0
26152,9419aec8,0,98,15,79.0,11.0,45.0,2,1598.0,98.0,15,12,98,0.0
26177,9439db46,3,5,84,1.0,1.0,1.0,7,1102.0,0.0,71,71,75,1.0
26206,946a90b7,0,22,106,4.0,3.0,3.0,2,112.0,10.0,106,2,22,0.0
26220,9476c52a,0,11,27,3.0,2.0,2.0,3,61.00000000000001,12.0,27,9,12,1.0
26221,94774b84,0,33,14,22.0,9.0,14.0,1,396.0,33.0,14,14,33,0.0
26233,9485402f,2,104,42,48.0,11.0,28.0,14,811.0,7.0,42,3,142,1.0
26254,94a705bf,1,37,23,0.0,0.0,0.0,34,398.0,202.0,14,0,202,1.0
26282,94d2e935,0,14,7,5.0,1.0,4.0,2,294.0,14.0,7,4,14,0.0
26299,94ec33f1,0,4,7,1.0,1.0,1.0,1,5.0,4.0,7,7,4,1.0
26327,9519aa76,0,18,31,3.0,3.0,3.0,4,355.0,18.0,31,18,18,1.0
26333,95299aa0,0,56,72,36.0,14.0,23.0,5,414.0,50.0,72,11,56,0.0
26360,9553187e,0,12,51,3.0,2.0,2.0,3,50.0,10.0,51,3,12,0.0
26394,95843391,0,171,138,87.0,28.0,57.0,8,629.0,52.0,138,2,171,1.0
26400,958d644a,0,3,52,1.0,1.0,1.0,1,43.0,0.0,52,52,3,1.0
26406,959292c1,2,27,13,11.0,6.0,8.0,7,619.0,140.0,10,6,140,0.0
26420,95a45b76,0,19,105,14.0,3.0,7.0,1,266.0,0.0,105,105,19,0.0
26422,95a57dca,0,98,72,23.0,6.0,10.0,30,51.0,35.0,72,0,98,1.0
26428,95af025c,0,17,16,3.0,1.0,3.0,2,116.00000000000001,17.0,16,8,17,0.0
26450,95c8e975,0,15,2,7.0,2.0,6.0,2,117.00000000000001,15.0,2,1,15,1.0
26473,95e170eb,0,69,9,20.0,9.0,14.0,6,496.00000000000006,69.0,9,4,69,0.0
26476,95e4f8e1,0,6,1,2.0,1.0,2.0,1,89.0,6.0,1,1,6,0.0
26492,95f8845a,0,19,7,8.0,3.0,7.0,1,360.0,19.0,7,7,19,1.0
26514,9621ce1c,1,6,128,2.0,1.0,2.0,13,474.00000000000006,83.0,0,0,136,1.0
