,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,label
325,023581f9,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,02875920,4,99.0,397.0,2.0,190.0,381.0,2.0,190.0,381.0,2.0,190.0,381.0,1.0,139.0,139.0,1.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99.0,397.0,2.0,190.0,381.0,2.0,190.0,381.0,2.0,190.0,381.0,1.0,139.0,139.0,1.0,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,5.0,7.0,0.7142857142857143,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,57,7,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,22.0,22.0,22.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
371,02a11379,4,1380.0,5519.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,0.0,0.0,0.0,4,1380.0,5519.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,1.0,2707.0,2707.0,0.0,0.0,0.0,4.0,22.0,0.0,26.0,0.15384615384615385,0.0,0.8461538461538461,35.0,10.0,20.0,11.0,35.0,0.3142857142857143,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,11.0,11.0,1.0,0.0,0.0,0.0,0,0,72,145,2,145,14.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,2.0,198125.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,72,27.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,02a510fe,1,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,1,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,1.0,454.0,454.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.4,0.6,0.0,5.0,5.0,5.0,1.0,5.0,0.2,1.0,5.0,0.2,1.0,5.0,0.2,1.0,5.0,0.2,1.0,5.0,0.2,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,02eb0a9e,1,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,1.0,3504.0,3504.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,29.0,0.9655172413793104,0.034482758620689655,0.0,31.0,6.0,19.0,17.0,31.0,0.5483870967741935,17.0,31.0,0.5483870967741935,17.0,31.0,0.5483870967741935,17.0,31.0,0.5483870967741935,17.0,31.0,0.5483870967741935,17.0,31.0,0.5483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0,0,67,8,8,8,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,8.0,717149.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,67,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0352d9b3,4,996.0000000000001,3984.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,389.0,1943.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,14.0,14.0,21.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43,41,39,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3531039.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,037b36f8,2,1349.0,2698.0,1.0,2649.0,2649.0,1.0,2649.0,2649.0,1.0,2649.0,2649.0,1.0,2649.0,2649.0,1.0,2649.0,2649.0,1.0,2649.0,2649.0,0.0,0.0,0.0,3,97.0,292.0,2.0,122.00000000000001,243.00000000000003,2.0,122.00000000000001,243.00000000000003,2.0,122.00000000000001,243.00000000000003,2.0,122.00000000000001,243.00000000000003,2.0,122.00000000000001,243.00000000000003,2.0,122.00000000000001,243.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,1.0,0.0,0.0,0.0,0,0,34,86,1,86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,116858.00000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,34,27.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,03af5596,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,138,138,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,03c58152,1,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,0.0,0.0,0.0,1,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,1.0,62.00000000000001,62.00000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,4,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,189992.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,03c99f07,5,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,4.0,158.0,631.0,5,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,5.0,459.00000000000006,2294.0,4.0,158.0,631.0,3.0,0.0,3.0,6.0,0.5,0.5,0.0,6.0,3.0,5.0,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,3.0,4.0,0.75,0,0,43,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,43.0,43.0,43.0,43.0,43.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
570,03db7c49,2,1028.0,2056.0,2.0,1028.0,2056.0,2.0,1028.0,2056.0,2.0,1028.0,2056.0,2.0,1028.0,2056.0,2.0,1028.0,2056.0,2.0,1028.0,2056.0,0.0,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0
600,0404e68f,14,428.0,5990.0,1.0,142.0,142.0,1.0,142.0,142.0,1.0,142.0,142.0,1.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,230.00000000000003,3445.0,1.0,142.0,142.0,1.0,142.0,142.0,1.0,142.0,142.0,1.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,1.0,73.0,0.0136986301369863,0.0136986301369863,0.9726027397260274,80.0,12.0,45.0,35.0,80.0,0.4375,10.0,15.0,0.6666666666666666,10.0,15.0,0.6666666666666666,10.0,15.0,0.6666666666666666,10.0,15.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,168,70,12,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3717066.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,18.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
607,04135452,2,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,1.0,111.0,111.0,0.0,0.0,0.0,2,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,2.0,268.0,536.0,1.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,9.0,9.0,17.0,0.5294117647058824,9.0,17.0,0.5294117647058824,9.0,17.0,0.5294117647058824,9.0,17.0,0.5294117647058824,9.0,17.0,0.5294117647058824,9.0,17.0,0.5294117647058824,6.0,10.0,0.6,0.0,0.0,0.0,0,0,34,6,3,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,554653.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,34.0,34.0,34.0,34.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0414bc4c,1,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,0.0,0.0,0.0,1,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,1.0,814.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,7.0,8.0,0.875,7.0,8.0,0.875,7.0,8.0,0.875,7.0,8.0,0.875,7.0,8.0,0.875,7.0,8.0,0.875,7.0,8.0,0.875,0.0,0.0,0.0,0,0,17,3,3,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,298097.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17,17.0,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,043ec736,60,1105.0,66295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,754.0,50539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,84.0,5.0,167.0,0.46706586826347307,0.029940119760479042,0.5029940119760479,200.0,45.0,90.0,26.0,200.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,325,64,31,102,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2718137.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
659,0457712f,14,326.0,4559.0,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,14,326.0,4559.0,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,2.0,961.0000000000001,1922.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,6.0,24.0,0.7083333333333334,0.25,0.041666666666666664,30.0,22.0,24.0,6.0,30.0,0.2,2.0,13.0,0.15384615384615385,2.0,13.0,0.15384615384615385,2.0,13.0,0.15384615384615385,2.0,13.0,0.15384615384615385,2.0,13.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,5,5,111,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,460000.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,89,38.0,38.0,38.0,38.0,38.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
675,047286c8,2,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,2.0,2463.0,4926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,11.0,8.0,15.0,0.5333333333333333,8.0,15.0,0.5333333333333333,8.0,15.0,0.5333333333333333,8.0,15.0,0.5333333333333333,8.0,15.0,0.5333333333333333,8.0,15.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37,9,6,9,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,6.0,555450.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,37,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,047ecdfe,1,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,8,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,772948.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,04bbc907,46,178.0,8190.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,122.00000000000001,5723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,36.0,20.0,211.0,0.7345971563981043,0.0947867298578199,0.17061611374407584,213.0,22.0,66.0,85.0,213.0,0.39906103286384975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,343,113,37,113,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,8292986.000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
741,04d2d0ee,2,1281.0,2562.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1281.0,2562.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,1.0,2273.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,8.0,10.0,0.8,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,5.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,75,12,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
779,052078d1,4,203.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,203.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,29.0,1.0,0.0,0.0,29.0,1.0,11.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41,120,43,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
806,05458471,3,1249.0,3747.0000000000005,3.0,1249.0,3747.0000000000005,3.0,1249.0,3747.0000000000005,3.0,1249.0,3747.0000000000005,3.0,1249.0,3747.0000000000005,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4,486.00000000000006,1943.0000000000002,4.0,486.00000000000006,1943.0000000000002,4.0,486.00000000000006,1943.0000000000002,4.0,486.00000000000006,1943.0000000000002,4.0,486.00000000000006,1943.0000000000002,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,6.0,6.0,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,2.0,7.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,31,12,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,31.0,31.0,31.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
