,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
19636,6e3d4bf7,0,55,12,35.0,6.0,19.0,5,12,3,55,0.0
19639,6e41e5e3,0,96,0,67.0,11.0,48.0,2,0,0,96,1.0
19654,6e558c28,0,139,87,76.0,17.0,39.0,26,87,0,139,1.0
19700,6eaaab36,0,16,6,10.0,7.0,8.0,1,6,6,16,1.0
19716,6ec44564,0,90,2,25.0,6.0,18.0,3,2,0,90,1.0
19725,6eccacf2,0,4,1,1.0,1.0,1.0,1,1,1,4,0.0
19741,6eef56aa,0,46,3,29.0,4.0,16.0,1,3,3,46,0.0
19764,6f147d6d,0,7,22,1.0,1.0,1.0,1,22,22,7,1.0
19773,6f1e155b,0,417,115,292.0,21.0,150.0,24,115,2,417,0.0
19777,6f25bac8,0,4,14,1.0,1.0,1.0,1,14,14,4,0.0
19783,6f2b9c55,0,13,0,4.0,1.0,1.0,1,0,0,13,0.0
19804,6f3ac59d,0,41,20,11.0,9.0,10.0,7,20,12,41,1.0
19822,6f4b5c81,0,5,70,1.0,1.0,1.0,1,70,70,5,0.0
19829,6f53fac8,0,16,1,5.0,2.0,4.0,1,1,1,16,0.0
19861,6f866dc9,0,6,89,2.0,1.0,1.0,2,89,85,6,0.0
19864,6f9194ad,0,42,27,27.0,2.0,15.0,4,27,19,42,1.0
19869,6f9c022b,0,57,2,33.0,5.0,9.0,4,2,2,57,0.0
19874,6f9f91e0,0,43,21,37.0,8.0,24.0,2,21,3,43,0.0
19877,6fa3535c,0,6,0,4.0,1.0,4.0,1,0,0,6,0.0
19895,6fbbddb6,0,4,9,2.0,1.0,2.0,1,9,9,4,1.0
19907,6fce06d8,0,14,3,8.0,1.0,6.0,1,3,3,14,0.0
19917,6fdda6b5,0,87,85,56.0,2.0,16.0,12,85,0,87,1.0
19918,6fdec7e1,0,21,1,6.0,3.0,4.0,2,1,1,21,0.0
19987,70765d26,0,54,41,42.0,5.0,14.0,5,41,8,54,1.0
19988,70782025,0,4,98,1.0,1.0,1.0,1,98,98,4,1.0
20012,709473a3,0,14,98,5.0,5.0,5.0,1,98,98,14,1.0
20013,70952578,0,9,15,6.0,1.0,5.0,1,15,15,9,0.0
20018,7096af78,2,26,115,4.0,4.0,4.0,14,51,29,66,1.0
20022,709f8e2f,0,12,1,1.0,1.0,1.0,1,1,1,12,1.0
20023,70a00423,0,6,22,0.0,0.0,0.0,1,22,22,6,1.0
20058,70d0153b,0,27,27,13.0,4.0,6.0,3,27,15,27,0.0
20136,71679140,0,9,2,4.0,1.0,3.0,1,2,2,9,0.0
20145,7178dab7,0,298,34,239.0,7.0,99.0,14,34,8,298,0.0
20151,7180c8eb,0,19,11,4.0,1.0,1.0,3,11,11,19,0.0
20158,7189215c,0,7,29,1.0,1.0,1.0,2,29,29,7,0.0
20172,719d1bd3,0,36,16,21.0,2.0,7.0,5,16,12,36,0.0
20188,71beaf99,0,5,10,1.0,1.0,1.0,1,10,10,5,0.0
20191,71c06b60,0,73,22,18.0,6.0,13.0,3,22,16,73,0.0
20248,72116360,0,17,5,5.0,1.0,1.0,2,5,3,17,0.0
20265,7234a2ae,0,3,0,0.0,0.0,0.0,1,0,0,3,0.0
20276,723b03b9,0,11,10,1.0,1.0,1.0,2,10,8,11,0.0
20296,72526564,0,7,0,4.0,1.0,2.0,2,0,0,7,1.0
20332,7279b285,0,28,10,7.0,6.0,7.0,2,10,10,28,0.0
20342,72933135,0,63,2,43.0,11.0,24.0,3,2,1,63,1.0
20361,72b2fb0d,0,7,9,1.0,1.0,1.0,2,9,0,7,0.0
20383,72e18b22,0,3,83,1.0,1.0,1.0,1,83,83,3,1.0
20412,7312abb3,0,63,24,38.0,9.0,22.0,10,24,8,63,0.0
20434,7341c27f,0,10,0,4.0,1.0,3.0,1,0,0,10,0.0
20468,737349d3,0,39,12,25.0,4.0,15.0,4,12,2,39,0.0
20477,73827ee1,0,3,9,0.0,0.0,0.0,1,9,9,3,1.0
20566,73f8d5a5,1,3,0,1.0,1.0,1.0,1,0,0,29,0.0
20577,74042804,0,9,0,5.0,1.0,4.0,1,0,0,9,0.0
20583,740c7206,0,5,0,1.0,1.0,1.0,1,0,0,5,0.0
20603,7435c176,0,88,1,82.0,16.0,45.0,1,1,1,88,1.0
20607,743a0e3e,0,33,17,9.0,1.0,2.0,4,17,15,33,0.0
20664,74a0111e,0,538,70,376.0,20.0,115.0,37,70,2,538,0.0
20668,74a29ffb,1,21,75,0.0,0.0,0.0,8,65,51,66,1.0
20679,74b193c4,0,2,28,0.0,0.0,0.0,1,28,28,2,0.0
20730,7505a41d,0,21,0,4.0,3.0,3.0,1,0,0,22,1.0
20732,7508b51c,0,237,131,144.0,37.0,93.0,22,131,6,237,1.0
20737,750e5e5d,1,14,15,4.0,3.0,4.0,14,7,2,68,0.0
20774,75350cef,1,132,84,42.0,15.0,27.0,17,84,2,139,1.0
20778,75376ab4,0,294,125,162.0,23.0,76.0,7,125,8,294,0.0
20797,754f517b,0,13,7,2.0,1.0,1.0,2,7,2,13,0.0
20808,755dc00e,0,4,11,1.0,1.0,1.0,1,11,11,4,0.0
20818,7561064a,0,22,9,6.0,1.0,1.0,2,9,8,22,0.0
20825,756b9955,0,90,45,54.0,18.0,36.0,7,45,9,90,0.0
20878,75cb351f,0,9,15,2.0,2.0,2.0,2,15,7,9,1.0
20882,75cec5d2,0,20,16,6.0,3.0,4.0,1,16,16,20,0.0
20900,75eb33d0,0,15,11,4.0,2.0,4.0,2,11,8,15,0.0
20907,75fa689d,0,301,48,175.0,7.0,46.0,24,48,1,301,0.0
20927,761c99f7,0,39,25,23.0,2.0,12.0,7,25,3,39,1.0
20939,7630de0c,0,6,14,2.0,1.0,1.0,1,14,14,6,0.0
20988,76712d3f,4,54,51,15.0,2.0,3.0,38,13,0,440,1.0
20995,7685cb8d,0,18,2,9.0,3.0,5.0,1,2,2,18,0.0
21046,76c88601,0,4,15,1.0,1.0,1.0,1,15,15,4,0.0
21079,77038d9d,0,26,126,7.0,2.0,4.0,7,126,1,26,0.0
21098,771d7a30,0,31,9,22.0,5.0,9.0,1,9,9,32,0.0
21111,772cfaf8,0,20,2,7.0,1.0,5.0,2,2,1,20,1.0
21128,774a6670,0,76,12,18.0,9.0,12.0,3,12,12,76,0.0
21173,777d3737,0,16,14,3.0,2.0,2.0,1,14,14,16,0.0
21184,77945cb2,0,14,11,4.0,1.0,1.0,2,11,6,14,0.0
21188,77959ec8,0,39,0,26.0,3.0,12.0,1,0,0,39,1.0
21212,77b92dd1,0,28,91,6.0,3.0,5.0,3,91,84,28,1.0
21223,77c2a74f,0,35,5,26.0,5.0,15.0,1,5,5,35,0.0
21226,77c87a1b,0,103,2,76.0,9.0,37.0,6,2,0,103,0.0
21233,77cda8c7,0,37,2,22.0,10.0,16.0,2,2,1,37,0.0
21273,78083911,0,144,28,66.0,7.0,23.0,12,28,0,144,1.0
21277,780bad52,0,60,18,32.0,4.0,20.0,4,18,2,60,1.0
21278,780ca533,0,8,18,5.0,2.0,5.0,1,18,18,8,0.0
21280,78113d31,0,4,12,1.0,1.0,1.0,1,12,12,4,0.0
21289,78268336,0,10,38,3.0,2.0,3.0,2,38,37,10,1.0
21305,783de2c0,1,3,78,0.0,0.0,0.0,2,78,78,15,1.0
21319,784cb98b,0,14,8,3.0,2.0,2.0,1,8,8,14,0.0
21329,7858a5d2,0,32,9,22.0,6.0,14.0,2,9,8,32,0.0
21351,787b98dc,0,3,0,1.0,1.0,1.0,1,0,0,3,0.0
21375,78a17666,0,157,122,94.0,15.0,30.0,6,122,2,157,1.0
21386,78bac15f,0,86,3,13.0,4.0,7.0,5,3,2,86,1.0
21400,78c4ca18,0,38,25,13.0,6.0,7.0,2,25,13,38,1.0
21426,78ed9605,0,50,16,12.0,3.0,6.0,3,16,10,50,0.0
21444,7908cfb1,0,18,4,5.0,4.0,4.0,1,4,4,18,0.0
21450,791f1c4b,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
21453,792582a0,0,5,3,2.0,1.0,2.0,1,3,3,6,0.0
21498,79731264,0,42,43,20.0,5.0,14.0,6,43,0,42,1.0
21514,798985aa,0,14,15,8.0,4.0,6.0,1,15,15,15,0.0
21528,799bc714,0,26,8,7.0,3.0,5.0,1,8,8,26,1.0
21559,79cde1ef,0,14,18,2.0,1.0,2.0,3,18,15,14,0.0
21574,79d854b3,0,11,2,2.0,1.0,1.0,1,2,2,12,0.0
21584,79ea3b5a,0,8,16,0.0,0.0,0.0,2,16,13,8,0.0
21614,7a21d694,0,3,1,0.0,0.0,0.0,1,1,1,3,1.0
21636,7a42b0f8,0,10,14,6.0,1.0,4.0,1,14,14,10,0.0
21641,7a472832,2,52,22,49.0,4.0,23.0,9,2,0,173,1.0
21642,7a47af3a,0,55,12,35.0,5.0,21.0,2,12,5,55,0.0
21662,7a65124d,0,50,57,11.0,8.0,10.0,6,57,11,50,0.0
21694,7a8b4936,0,14,78,7.0,5.0,7.0,3,78,49,14,0.0
21724,7ac1267d,0,183,79,110.0,9.0,45.0,22,79,0,183,0.0
21741,7ae0a272,0,12,28,5.0,3.0,5.0,2,28,23,12,1.0
21760,7af8b75b,0,29,2,21.0,12.0,19.0,1,2,2,29,1.0
21761,7af97ccf,0,7,11,1.0,1.0,1.0,1,11,11,7,0.0
21767,7afccb61,4,34,62,13.0,4.0,9.0,7,27,2,119,1.0
21774,7b0642bc,0,9,5,4.0,3.0,3.0,1,5,5,9,0.0
21791,7b18aac3,0,100,17,65.0,8.0,26.0,3,17,0,100,1.0
21803,7b2e9ef2,0,24,4,5.0,3.0,3.0,2,4,4,24,0.0
21806,7b2f335b,1,124,77,72.0,16.0,41.0,63,21,1,597,1.0
21808,7b357a76,1,239,47,138.0,13.0,69.0,29,47,2,240,0.0
21816,7b4adf9a,0,51,113,23.0,8.0,13.0,6,113,83,51,1.0
21824,7b5c29b0,0,4,142,1.0,1.0,1.0,1,142,142,4,1.0
21828,7b688000,0,1,11,0.0,0.0,0.0,1,11,11,1,0.0
21836,7b711610,0,36,16,18.0,2.0,3.0,12,16,4,36,0.0
21843,7b783fe3,0,28,7,12.0,4.0,9.0,1,7,7,28,0.0
21845,7b79f003,0,24,94,14.0,5.0,11.0,2,94,51,24,1.0
21859,7b8c6a9c,0,19,17,11.0,2.0,8.0,4,17,16,19,0.0
21906,7bc9ef56,0,215,22,167.0,22.0,74.0,11,22,0,215,0.0
21947,7c05b314,0,87,88,35.0,13.0,22.0,15,88,1,87,1.0
21966,7c1b460f,0,54,11,43.0,11.0,29.0,1,11,11,54,1.0
21983,7c2dfc58,0,23,11,8.0,2.0,6.0,3,11,10,23,0.0
22016,7c618273,0,20,63,4.0,3.0,3.0,2,63,62,20,0.0
22024,7c728f05,0,11,15,4.0,2.0,4.0,1,15,14,11,0.0
22025,7c74665b,0,43,72,31.0,5.0,17.0,2,72,2,43,0.0
22039,7c8da037,0,32,9,16.0,3.0,11.0,3,9,2,32,1.0
22048,7ca523b9,0,89,16,31.0,5.0,18.0,8,16,1,89,0.0
22127,7d128cf2,0,62,6,10.0,4.0,5.0,11,6,0,62,1.0
22147,7d3af450,0,36,11,25.0,3.0,13.0,1,11,11,36,0.0
22165,7d57c23f,0,67,102,39.0,2.0,16.0,8,102,11,67,1.0
22211,7d94ea7e,0,60,22,39.0,7.0,20.0,2,22,7,60,1.0
22233,7db4883a,0,21,66,9.0,4.0,9.0,4,66,6,21,1.0
22235,7db80f15,0,21,15,15.0,5.0,10.0,1,15,15,21,0.0
22238,7dbdd99e,0,20,8,8.0,1.0,5.0,1,8,8,21,0.0
22264,7df31b5b,0,5,14,0.0,0.0,0.0,1,14,14,5,1.0
22265,7df66786,0,1,9,0.0,0.0,0.0,1,9,9,1,0.0
22320,7e3e8ebc,0,11,7,7.0,3.0,5.0,1,7,7,11,0.0
22336,7e55c09f,0,27,2,21.0,2.0,8.0,1,2,2,27,0.0
22385,7eab1f2e,0,16,13,7.0,3.0,6.0,1,13,13,16,0.0
22399,7ec3b460,0,24,26,9.0,2.0,4.0,3,26,2,24,0.0
22414,7edbeaca,0,77,0,53.0,30.0,43.0,3,0,0,77,1.0
22435,7efce0fe,0,6,7,2.0,2.0,2.0,2,7,7,6,0.0
22450,7f09398f,2,378,68,152.0,33.0,67.0,68,12,0,701,1.0
22487,7f3d37dd,0,18,15,10.0,4.0,8.0,3,15,12,18,1.0
22510,7f61ab41,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
22523,7f7460c9,0,298,26,111.0,18.0,51.0,10,26,16,298,0.0
22560,7fb67ed7,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
22566,7fbaf8e8,0,128,118,68.0,4.0,27.0,24,118,78,128,1.0
22609,7ff81e38,0,22,13,4.0,2.0,2.0,2,13,4,22,0.0
22616,80017008,1,103,59,43.0,11.0,27.0,11,59,1,104,0.0
22635,801c5a03,0,17,15,6.0,2.0,5.0,1,15,15,17,0.0
22657,803a2ab9,0,78,11,45.0,14.0,29.0,4,11,7,78,0.0
22685,8079d68b,0,4,7,1.0,1.0,1.0,1,7,7,4,1.0
22712,80a77cde,0,198,63,133.0,19.0,60.0,43,63,8,198,1.0
22717,80b09d78,0,73,43,27.0,9.0,22.0,6,43,0,73,1.0
22749,80de1e87,0,9,2,2.0,1.0,2.0,2,2,0,9,0.0
22752,80e15155,0,8,6,1.0,1.0,1.0,1,6,6,8,0.0
22799,8123457d,0,25,68,9.0,6.0,9.0,3,68,1,25,1.0
22812,8134f89c,0,4,4,1.0,1.0,1.0,1,4,4,4,0.0
22838,815cf4a2,1,9,43,4.0,2.0,4.0,4,14,1,19,0.0
22852,817b93b8,0,14,2,1.0,1.0,1.0,1,2,1,14,1.0
22862,8185c4ea,0,22,7,3.0,2.0,2.0,1,7,7,22,0.0
22867,8186a6c1,4,3,91,1.0,1.0,1.0,29,3,3,255,1.0
22874,81903479,0,50,21,11.0,7.0,10.0,3,21,13,50,0.0
22878,81955e04,0,2,6,0.0,0.0,0.0,1,6,6,2,0.0
22880,819dc0e2,0,48,74,16.0,6.0,13.0,4,74,18,48,0.0
22906,81c92c26,1,96,37,2.0,1.0,2.0,22,37,0,116,0.0
22926,81f4b830,0,8,5,2.0,1.0,1.0,1,5,5,8,0.0
22954,82288d35,0,2,6,0.0,0.0,0.0,1,6,6,2,0.0
22960,82336cb3,0,38,9,29.0,8.0,22.0,1,9,9,39,1.0
22964,823ab85b,0,27,69,12.0,7.0,9.0,2,69,0,27,1.0
23029,82b0d5a6,0,160,52,126.0,18.0,65.0,12,52,13,160,0.0
23046,82c835e5,0,141,38,109.0,13.0,55.0,7,38,4,141,0.0
23064,82ec9efb,0,9,8,5.0,1.0,3.0,1,8,8,9,0.0
23105,8335bb90,0,82,17,60.0,8.0,31.0,6,17,1,82,1.0
23107,833a2b06,0,11,2,2.0,1.0,2.0,2,2,1,11,0.0
23113,833fa7d1,0,25,12,9.0,7.0,8.0,3,12,8,25,0.0
23129,8356e9fa,0,17,2,2.0,1.0,1.0,1,2,2,17,0.0
23141,83643f30,0,5,80,0.0,0.0,0.0,1,80,80,5,1.0
23157,83808119,0,3,13,1.0,1.0,1.0,1,13,13,3,0.0
23170,8396b4c5,0,110,122,40.0,14.0,19.0,19,122,40,110,1.0
23216,83dd070b,0,4,6,1.0,1.0,1.0,1,6,6,4,0.0
23217,83ddb0e4,0,10,138,3.0,2.0,2.0,2,138,135,10,1.0
23299,846ee151,1,270,133,87.0,9.0,45.0,51,62,0,490,1.0
23301,846fde56,0,833,76,220.0,33.0,91.0,46,76,14,833,1.0
23348,84a72037,0,145,12,92.0,17.0,37.0,23,12,1,145,1.0
23362,84b0dd55,0,86,4,46.0,2.0,20.0,5,4,1,86,0.0
23365,84b7e636,0,5,7,2.0,1.0,2.0,1,7,7,5,0.0
23405,84ed5dd6,0,97,11,33.0,7.0,16.0,5,11,0,97,1.0
23409,84f702f8,0,56,19,14.0,6.0,9.0,4,19,10,56,0.0
23418,850dbf07,0,4,10,1.0,1.0,1.0,1,10,10,4,0.0
23427,8517f208,3,60,16,37.0,10.0,24.0,7,15,2,143,1.0
23428,8518ef0b,0,25,11,19.0,1.0,6.0,2,11,10,25,0.0
23447,852cd762,0,17,0,14.0,2.0,7.0,1,0,0,17,0.0
23454,853a07ce,0,5,2,1.0,1.0,1.0,1,2,2,5,0.0
23462,854b52b3,0,4,4,1.0,1.0,1.0,1,4,4,4,0.0
23481,855eadee,0,70,13,54.0,10.0,35.0,3,13,12,70,0.0
23494,8571a7d2,0,9,3,1.0,1.0,1.0,3,3,0,9,0.0
23556,85cb8723,0,20,1,10.0,3.0,6.0,1,1,1,20,1.0
23571,85e1a490,1,3,7,0.0,0.0,0.0,6,0,0,57,0.0
23598,860957d9,0,136,119,54.0,13.0,37.0,10,119,14,136,0.0
23616,86192d24,0,35,13,14.0,7.0,10.0,2,13,2,35,1.0
23692,86879d0f,0,81,62,34.0,8.0,19.0,5,62,12,81,1.0
23720,86ad67b8,0,101,10,42.0,11.0,27.0,6,10,2,101,0.0
23722,86afedf0,1,2,148,0.0,0.0,0.0,3,143,142,11,1.0
23742,86ca6e25,0,34,14,8.0,3.0,8.0,5,14,5,34,0.0
23763,86f1ad6c,0,186,80,144.0,18.0,70.0,17,80,0,186,0.0
23777,87031d56,0,10,1,4.0,2.0,2.0,1,1,1,10,0.0
23780,870a6856,0,120,68,25.0,6.0,14.0,22,68,17,120,1.0
23816,8729b711,0,9,4,5.0,1.0,4.0,1,4,4,9,0.0
23824,8737662e,0,65,3,53.0,14.0,42.0,3,3,0,65,1.0
23832,873e1e8a,0,141,43,102.0,16.0,66.0,7,43,10,141,1.0
23838,874925e0,0,6,18,2.0,2.0,2.0,1,18,18,6,1.0
23859,875d6727,0,89,0,58.0,7.0,23.0,4,0,0,89,1.0
23902,87b51048,1,23,8,9.0,4.0,7.0,12,6,0,232,0.0
23939,87fabee6,0,130,20,64.0,9.0,30.0,10,20,7,130,1.0
23946,87ff9581,0,1,12,0.0,0.0,0.0,1,12,12,1,0.0
23982,882d2b8c,0,60,10,15.0,9.0,13.0,1,10,10,60,0.0
23995,88442e77,0,98,33,34.0,3.0,11.0,21,33,13,98,0.0
24019,886c34b1,0,29,30,21.0,4.0,18.0,2,30,29,29,0.0
24030,887f5e07,0,22,0,17.0,3.0,11.0,1,0,0,22,0.0
24105,88ae7a98,3,137,22,66.0,23.0,42.0,11,22,0,168,1.0
24118,88c1e0f3,0,70,51,42.0,18.0,30.0,4,51,30,70,1.0
24130,88da935b,0,8,7,2.0,1.0,1.0,1,7,7,8,0.0
24131,88da94b8,0,136,65,92.0,15.0,44.0,11,65,0,136,1.0
24184,8914d100,0,65,6,38.0,9.0,22.0,6,6,1,65,1.0
24200,892def9d,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
24213,89441677,0,161,21,109.0,12.0,69.0,11,21,0,161,0.0
24225,895c09ad,0,3,76,1.0,1.0,1.0,1,76,76,3,1.0
24226,895c4a1c,0,33,45,17.0,5.0,13.0,5,45,4,33,0.0
24255,8988a209,0,5,0,0.0,0.0,0.0,1,0,0,5,1.0
24272,89a518e2,0,40,1,16.0,5.0,10.0,3,1,0,40,1.0
24274,89a92bf8,0,57,62,6.0,5.0,6.0,6,62,44,57,1.0
24278,89b4c2c6,0,41,0,32.0,10.0,25.0,1,0,0,41,0.0
24289,89c09407,0,29,9,15.0,3.0,11.0,2,9,1,29,1.0
24317,89e6ba2d,0,10,8,5.0,1.0,3.0,2,8,8,10,0.0
24359,8a1dfd65,0,11,56,5.0,1.0,3.0,1,56,56,11,1.0
24362,8a1eac6c,2,64,8,26.0,6.0,14.0,9,2,0,120,0.0
24377,8a300678,0,4,5,1.0,1.0,1.0,1,5,5,4,0.0
24417,8a6344e0,0,8,3,1.0,1.0,1.0,1,3,3,8,0.0
24464,8abb10fb,0,114,21,78.0,10.0,39.0,4,21,8,114,1.0
24499,8af11dbc,3,89,150,60.0,11.0,34.0,41,83,67,706,1.0
24515,8afb7c9b,0,57,3,41.0,5.0,27.0,3,3,2,57,0.0
24548,8b34ab1c,0,460,30,349.0,53.0,191.0,19,30,3,460,0.0
24566,8b5645f5,0,3,5,0.0,0.0,0.0,1,5,5,3,0.0
24603,8b84f3e1,1,79,16,53.0,2.0,20.0,6,16,2,108,1.0
24613,8b9bb88f,0,3,1,0.0,0.0,0.0,1,1,1,3,0.0
24621,8ba82a84,0,35,23,23.0,1.0,10.0,2,23,4,35,0.0
24622,8ba8bddf,0,29,13,11.0,8.0,10.0,3,13,5,29,1.0
24631,8bb51947,0,31,1,28.0,12.0,18.0,1,1,1,31,0.0
24634,8bb8f06d,0,218,105,112.0,23.0,63.0,16,105,0,218,0.0
24664,8be3d14a,0,38,2,11.0,5.0,10.0,1,2,2,38,0.0
24679,8befb73a,0,3,0,1.0,1.0,1.0,1,0,0,3,1.0
24681,8bf28c5a,1,4,23,0.0,0.0,0.0,4,14,13,34,1.0
24687,8c011a68,0,44,11,10.0,3.0,6.0,5,11,1,44,0.0
24712,8c27c9a2,0,56,0,48.0,21.0,30.0,2,0,0,56,1.0
24751,8c6d264d,0,3,14,0.0,0.0,0.0,1,14,14,3,1.0
24775,8c8f932e,0,7,2,2.0,1.0,2.0,1,2,2,7,0.0
24828,8cd5b852,0,16,15,11.0,1.0,6.0,1,15,15,16,0.0
24877,8d2657e8,1,7,30,0.0,0.0,0.0,6,19,2,34,1.0
24892,8d3f6efa,0,13,85,3.0,1.0,2.0,3,85,2,13,1.0
24895,8d44fc59,0,3,60,0.0,0.0,0.0,1,60,60,3,1.0
24908,8d587c3a,0,33,27,17.0,6.0,12.0,5,27,0,33,1.0
24918,8d7141eb,0,12,1,4.0,1.0,2.0,1,1,1,12,0.0
24945,8d9bfbe1,0,75,14,55.0,9.0,25.0,6,14,0,75,1.0
24951,8da389ce,0,132,30,37.0,4.0,23.0,13,30,8,132,0.0
24962,8db0de20,0,44,38,26.0,5.0,15.0,7,38,17,44,0.0
24963,8db2222a,0,13,3,7.0,2.0,5.0,1,3,3,13,0.0
24973,8dbc82d3,0,24,2,5.0,2.0,3.0,1,2,2,24,0.0
24994,8ddbc8f2,0,12,10,7.0,1.0,3.0,2,10,10,12,1.0
25004,8de74163,0,239,19,200.0,7.0,78.0,6,19,0,239,1.0
25023,8dffcd79,0,11,1,2.0,1.0,1.0,1,1,1,11,0.0
25027,8e05076d,0,9,54,2.0,2.0,2.0,1,54,54,9,1.0
25061,8e36b7be,0,34,2,21.0,3.0,12.0,3,2,1,34,0.0
25111,8e75048b,0,80,8,65.0,16.0,43.0,5,8,1,80,1.0
25122,8e88fa36,0,21,8,9.0,4.0,8.0,3,8,2,21,0.0
25164,8ebb7ea1,0,35,30,12.0,8.0,9.0,5,30,4,35,0.0
25165,8ebbbafb,0,176,70,99.0,20.0,62.0,11,70,0,176,1.0
25176,8ec43848,0,8,28,2.0,1.0,1.0,2,28,6,8,0.0
25182,8ecd164b,1,9,56,2.0,2.0,2.0,10,1,1,100,0.0
25191,8ed933b2,0,27,13,13.0,4.0,10.0,2,13,6,27,1.0
25199,8ee787a2,0,17,1,7.0,2.0,6.0,1,1,1,17,0.0
25227,8f174865,2,688,114,353.0,17.0,94.0,27,114,6,718,1.0
25235,8f26b28c,0,197,12,61.0,21.0,41.0,13,12,7,197,0.0
25238,8f2a9998,0,11,3,4.0,4.0,4.0,1,3,3,11,1.0
25249,8f31e159,4,78,57,30.0,11.0,22.0,19,16,6,331,1.0
25300,8f6c215e,0,42,8,28.0,3.0,12.0,4,8,2,42,1.0
25324,8f8f3bf9,0,4,0,1.0,1.0,1.0,1,0,0,4,0.0
25332,8f980854,0,67,55,48.0,8.0,27.0,4,55,37,67,0.0
25336,8f9ae52e,0,9,9,4.0,1.0,2.0,2,9,9,9,0.0
25360,8fb944ea,0,48,11,15.0,2.0,5.0,3,11,10,48,1.0
25403,8fe86696,0,10,2,2.0,1.0,1.0,2,2,1,10,0.0
25404,8feb09fc,0,264,15,160.0,34.0,66.0,18,15,4,264,1.0
25413,8ff60489,0,24,1,21.0,5.0,16.0,1,1,1,24,0.0
25422,9010ed23,0,4,8,1.0,1.0,1.0,1,8,8,4,0.0
25436,90258f9e,0,41,9,22.0,4.0,10.0,1,9,9,41,0.0
25437,9026b37b,0,74,22,31.0,9.0,20.0,3,22,2,74,0.0
25452,9046a78e,0,125,17,116.0,5.0,34.0,5,17,10,125,0.0
25454,9046df63,1,6,7,3.0,1.0,2.0,4,6,6,18,0.0
25485,90696d53,0,244,36,106.0,21.0,52.0,13,36,2,244,1.0
25496,9072624d,0,40,13,18.0,3.0,13.0,3,13,10,40,0.0
25503,90803576,0,23,15,6.0,3.0,6.0,3,15,15,23,0.0
25512,908ddf6e,0,4,9,1.0,1.0,1.0,1,9,9,4,0.0
25534,90ab4ff1,0,24,23,9.0,4.0,9.0,2,23,4,24,1.0
25556,90c1d303,0,12,7,4.0,2.0,2.0,1,7,7,12,0.0
25607,91083ae7,0,156,30,48.0,17.0,29.0,9,30,0,156,1.0
25616,9112e797,0,81,37,21.0,5.0,11.0,5,37,1,81,1.0
25617,91131ede,0,49,50,10.0,2.0,6.0,16,50,5,49,0.0
25621,911a21cb,0,38,13,18.0,4.0,11.0,4,13,2,38,1.0
25710,91a471a9,0,8,18,1.0,1.0,1.0,1,18,18,8,1.0
25719,91b3a0e0,0,14,0,1.0,1.0,1.0,1,0,0,14,1.0
25724,91c00880,0,37,1,23.0,1.0,11.0,3,1,0,37,1.0
25756,91fb8fc2,0,21,3,5.0,4.0,4.0,1,3,3,21,0.0
25781,9216c2a3,0,38,3,23.0,3.0,16.0,2,3,1,38,1.0
25793,9227b0ce,0,58,2,42.0,3.0,28.0,4,2,0,58,0.0
25794,92284e98,0,10,11,8.0,2.0,5.0,1,11,11,10,0.0
25815,92441fa1,0,68,16,57.0,11.0,40.0,5,16,0,68,1.0
25832,9251a47c,0,244,111,95.0,5.0,48.0,20,111,9,244,0.0
25837,925d7709,0,60,23,43.0,6.0,28.0,6,23,10,60,0.0
25872,9285ab6c,0,17,8,5.0,3.0,4.0,2,8,7,17,0.0
25876,92886eb4,1,67,19,18.0,9.0,12.0,7,19,3,109,1.0
25882,928ecb2c,0,41,142,14.0,7.0,11.0,11,142,56,41,1.0
25884,9291c3c9,0,10,58,4.0,2.0,2.0,1,58,58,10,1.0
25927,92e5c680,0,63,106,19.0,11.0,16.0,17,106,6,63,0.0
25977,9321b788,3,172,133,41.0,22.0,32.0,13,20,8,366,1.0
25988,933608d0,0,11,15,6.0,1.0,5.0,1,15,15,11,0.0
25991,933a69b8,0,134,139,93.0,19.0,56.0,7,139,0,134,1.0
26013,935f7b4f,0,15,48,6.0,3.0,5.0,1,48,48,16,1.0
26031,9373ae46,0,16,7,7.0,3.0,3.0,1,7,7,16,0.0
26057,93966f0a,0,47,57,26.0,6.0,15.0,2,57,3,47,0.0
26066,93a4bc84,0,15,61,2.0,2.0,2.0,3,61,15,15,0.0
26077,93ad4186,0,6,9,2.0,1.0,2.0,1,9,9,6,0.0
26083,93b0beb9,0,33,11,13.0,6.0,8.0,2,11,10,33,0.0
26084,93b4277d,0,24,6,10.0,3.0,8.0,1,6,6,24,1.0
26175,942fe5cf,0,25,15,7.0,4.0,6.0,4,15,12,25,0.0
26182,9439db46,3,5,84,1.0,1.0,1.0,6,71,71,75,1.0
26191,94492173,0,14,0,4.0,1.0,1.0,1,0,0,14,0.0
26225,9476c52a,0,11,27,3.0,2.0,2.0,3,27,9,12,1.0
26238,9485402f,2,104,42,48.0,11.0,28.0,13,42,3,142,1.0
